Bandera Gray		Buffalo Berea		Gray Berea		
PV	Rate_Pulses, 1/s	PV	Rate_Pulses, 1/s	PV	Rate_Pulses, 1/s	
583.9080038	1.37E+04	4.91E+02	2.05E+04	7.80E+02	1.58E+04	
584.1911158	1.37E+04	4.91E+02	2.06E+04	7.81E+02	1.59E+04	
584.4742279	1.37E+04	4.92E+02	2.08E+04	7.81E+02	1.58E+04	
584.7573347	1.36E+04	4.92E+02	2.08E+04	7.81E+02	1.59E+04	
585.0404447	1.37E+04	4.92E+02	2.07E+04	7.82E+02	1.59E+04	
585.3235486	1.36E+04	4.92E+02	2.07E+04	7.82E+02	1.59E+04	
585.6066459	1.37E+04	4.92E+02	2.06E+04	7.82E+02	1.60E+04	
585.8897492	1.37E+04	4.93E+02	2.07E+04	7.83E+02	1.61E+04	
586.1728607	1.37E+04	4.93E+02	2.06E+04	7.83E+02	1.61E+04	
586.4559671	1.37E+04	4.93E+02	2.03E+04	7.84E+02	1.62E+04	
586.73907	1.37E+04	4.93E+02	2.02E+04	7.84E+02	1.62E+04	
587.0221822	1.37E+04	4.94E+02	1.99E+04	7.84E+02	1.62E+04	
587.3052802	1.37E+04	4.94E+02	1.98E+04	7.85E+02	1.63E+04	
587.5883833	1.36E+04	4.94E+02	1.95E+04	7.85E+02	1.64E+04	
587.8714834	1.36E+04	4.94E+02	1.93E+04	7.85E+02	1.65E+04	
588.1545855	1.36E+04	4.95E+02	1.91E+04	7.86E+02	1.65E+04	
588.4376867	1.35E+04	4.95E+02	1.89E+04	7.86E+02	1.66E+04	
588.7207839	1.35E+04	4.95E+02	1.89E+04	7.87E+02	1.67E+04	
589.0038796	1.35E+04	4.95E+02	1.90E+04	7.87E+02	1.67E+04	
589.2869808	1.34E+04	4.96E+02	1.88E+04	7.87E+02	1.68E+04	
589.5700859	1.35E+04	4.96E+02	1.88E+04	7.88E+02	1.70E+04	
589.8531691	1.34E+04	4.96E+02	1.86E+04	7.88E+02	1.72E+04	
590.1362708	1.34E+04	4.96E+02	1.88E+04	7.88E+02	1.74E+04	
590.4193631	1.34E+04	4.97E+02	1.89E+04	7.89E+02	1.74E+04	
590.7024242	1.34E+04	4.97E+02	1.92E+04	7.89E+02	1.75E+04	
590.9855088	1.34E+04	4.97E+02	1.96E+04	7.90E+02	1.75E+04	
591.2685887	1.34E+04	4.97E+02	1.98E+04	7.90E+02	1.77E+04	
591.5516677	1.35E+04	4.98E+02	2.01E+04	7.90E+02	1.77E+04	
591.8347407	1.35E+04	4.98E+02	2.05E+04	7.91E+02	1.78E+04	
592.1178148	1.34E+04	4.98E+02	2.07E+04	7.91E+02	1.79E+04	
592.400894	1.34E+04	4.98E+02	2.09E+04	7.91E+02	1.79E+04	
592.6839681	1.35E+04	4.98E+02	2.09E+04	7.92E+02	1.79E+04	
592.9670365	1.36E+04	4.99E+02	2.12E+04	7.92E+02	1.79E+04	
593.2501167	1.36E+04	4.99E+02	2.13E+04	7.92E+02	1.79E+04	
593.5331879	1.36E+04	4.99E+02	2.14E+04	7.93E+02	1.79E+04	
593.8162745	1.36E+04	4.99E+02	2.17E+04	7.93E+02	1.78E+04	
594.0993512	1.37E+04	5.00E+02	2.19E+04	7.94E+02	1.78E+04	
594.3824335	1.37E+04	5.00E+02	2.24E+04	7.94E+02	1.77E+04	
594.6655269	1.37E+04	5.00E+02	2.26E+04	7.94E+02	1.77E+04	
594.9486072	1.38E+04	5.00E+02	2.32E+04	7.95E+02	1.77E+04	
595.2316902	1.38E+04	5.01E+02	2.34E+04	7.95E+02	1.77E+04	
595.5147698	1.38E+04	5.01E+02	2.39E+04	7.95E+02	1.77E+04	
595.7978408	1.39E+04	5.01E+02	2.44E+04	7.96E+02	1.77E+04	
596.0809204	1.39E+04	5.01E+02	2.46E+04	7.96E+02	1.77E+04	
596.3639922	1.40E+04	5.02E+02	2.48E+04	7.97E+02	1.76E+04	
596.6470514	1.41E+04	5.02E+02	2.50E+04	7.97E+02	1.77E+04	
596.9301146	1.41E+04	5.02E+02	2.48E+04	7.97E+02	1.76E+04	
597.2131884	1.42E+04	5.02E+02	2.53E+04	7.98E+02	1.77E+04	
597.4962427	1.43E+04	5.03E+02	2.58E+04	7.98E+02	1.77E+04	
597.7793082	1.43E+04	5.03E+02	2.54E+04	7.98E+02	1.77E+04	
598.0623745	1.43E+04	5.03E+02	2.59E+04	7.99E+02	1.76E+04	
598.3454514	1.42E+04	5.03E+02	2.63E+04	7.99E+02	1.77E+04	
598.6285118	1.43E+04	5.04E+02	2.68E+04	8.00E+02	1.77E+04	
598.9115908	1.43E+04	5.04E+02	2.71E+04	8.00E+02	1.77E+04	
599.1946635	1.43E+04	5.04E+02	2.71E+04	8.00E+02	1.78E+04	
599.4777359	1.42E+04	5.04E+02	2.76E+04	8.01E+02	1.78E+04	
599.7608107	1.43E+04	5.05E+02	2.77E+04	8.01E+02	1.78E+04	
600.0438729	1.42E+04	5.05E+02	2.77E+04	8.01E+02	1.79E+04	
600.3269578	1.42E+04	5.05E+02	2.76E+04	8.02E+02	1.79E+04	
600.6100224	1.42E+04	5.05E+02	2.78E+04	8.02E+02	1.78E+04	
600.8930914	1.41E+04	5.05E+02	2.85E+04	8.02E+02	1.78E+04	
601.176147	1.41E+04	5.06E+02	2.89E+04	8.03E+02	1.78E+04	
601.4592124	1.40E+04	5.06E+02	2.88E+04	8.03E+02	1.79E+04	
601.7422737	1.39E+04	5.06E+02	2.89E+04	8.04E+02	1.79E+04	
602.0253323	1.39E+04	5.06E+02	2.91E+04	8.04E+02	1.79E+04	
602.3083812	1.38E+04	5.07E+02	2.91E+04	8.04E+02	1.78E+04	
602.5914318	1.38E+04	5.07E+02	2.95E+04	8.05E+02	1.78E+04	
602.874486	1.38E+04	5.07E+02	2.97E+04	8.05E+02	1.78E+04	
603.1575439	1.37E+04	5.07E+02	2.98E+04	8.05E+02	1.79E+04	
603.4406047	1.36E+04	5.08E+02	2.97E+04	8.06E+02	1.79E+04	
603.7236504	1.35E+04	5.08E+02	3.01E+04	8.06E+02	1.80E+04	
604.0067026	1.35E+04	5.08E+02	3.04E+04	8.07E+02	1.81E+04	
604.2897605	1.35E+04	5.08E+02	3.07E+04	8.07E+02	1.81E+04	
604.5728053	1.34E+04	5.09E+02	3.06E+04	8.07E+02	1.81E+04	
604.855868	1.34E+04	5.09E+02	3.08E+04	8.08E+02	1.80E+04	
605.1389098	1.33E+04	5.09E+02	3.09E+04	8.08E+02	1.81E+04	
605.4219583	1.33E+04	5.09E+02	3.14E+04	8.08E+02	1.82E+04	
605.7050029	1.32E+04	5.10E+02	3.16E+04	8.09E+02	1.82E+04	
605.9880381	1.32E+04	5.10E+02	3.15E+04	8.09E+02	1.82E+04	
606.2710892	1.32E+04	5.10E+02	3.02E+04	8.10E+02	1.82E+04	
606.5541371	1.31E+04	5.10E+02	3.02E+04	8.10E+02	1.81E+04	
606.8371926	1.31E+04	5.11E+02	3.01E+04	8.10E+02	1.81E+04	
607.1202315	1.31E+04	5.11E+02	3.01E+04	8.11E+02	1.81E+04	
607.4032814	1.30E+04	5.11E+02	3.02E+04	8.11E+02	1.79E+04	
607.6863304	1.30E+04	5.11E+02	3.05E+04	8.11E+02	1.79E+04	
607.9693881	1.30E+04	5.12E+02	3.10E+04	8.12E+02	1.78E+04	
608.2524268	1.30E+04	5.12E+02	3.10E+04	8.12E+02	1.79E+04	
608.5354748	1.30E+04	5.12E+02	3.06E+04	8.12E+02	1.79E+04	
608.8185105	1.29E+04	5.12E+02	3.07E+04	8.13E+02	1.79E+04	
609.1015594	1.30E+04	5.12E+02	3.07E+04	8.13E+02	1.79E+04	
609.3846	1.30E+04	5.13E+02	3.07E+04	8.14E+02	1.79E+04	
609.6676437	1.31E+04	5.13E+02	3.08E+04	8.14E+02	1.78E+04	
609.950683	1.30E+04	5.13E+02	3.08E+04	8.14E+02	1.79E+04	
610.2337274	1.31E+04	5.13E+02	3.04E+04	8.15E+02	1.79E+04	
610.5167724	1.32E+04	5.14E+02	3.02E+04	8.15E+02	1.79E+04	
610.7998208	1.32E+04	5.14E+02	3.00E+04	8.15E+02	1.79E+04	
611.08286	1.33E+04	5.14E+02	3.02E+04	8.16E+02	1.80E+04	
611.3658969	1.32E+04	5.14E+02	3.05E+04	8.16E+02	1.80E+04	
611.6489254	1.33E+04	5.15E+02	3.02E+04	8.17E+02	1.81E+04	
611.9319701	1.33E+04	5.15E+02	3.00E+04	8.17E+02	1.82E+04	
612.2150077	1.34E+04	5.15E+02	3.06E+04	8.17E+02	1.83E+04	
612.4980455	1.35E+04	5.15E+02	3.05E+04	8.18E+02	1.83E+04	
612.7810739	1.35E+04	5.16E+02	3.04E+04	8.18E+02	1.82E+04	
613.0641125	1.35E+04	5.16E+02	3.00E+04	8.18E+02	1.82E+04	
613.3471447	1.35E+04	5.16E+02	2.97E+04	8.19E+02	1.83E+04	
613.6301852	1.36E+04	5.16E+02	2.95E+04	8.19E+02	1.82E+04	
613.9132116	1.38E+04	5.17E+02	2.95E+04	8.19E+02	1.83E+04	
614.1962516	1.38E+04	5.17E+02	2.95E+04	8.20E+02	1.82E+04	
614.4792799	1.39E+04	5.17E+02	2.96E+04	8.20E+02	1.82E+04	
614.7623051	1.40E+04	5.17E+02	2.98E+04	8.21E+02	1.81E+04	
615.045339	1.40E+04	5.18E+02	3.00E+04	8.21E+02	1.82E+04	
615.3283778	1.41E+04	5.18E+02	2.97E+04	8.21E+02	1.82E+04	
615.6114023	1.42E+04	5.18E+02	2.93E+04	8.22E+02	1.83E+04	
615.8944301	1.42E+04	5.18E+02	2.93E+04	8.22E+02	1.82E+04	
616.1774608	1.44E+04	5.19E+02	2.94E+04	8.22E+02	1.82E+04	
616.4604848	1.43E+04	5.19E+02	2.95E+04	8.23E+02	1.82E+04	
616.7435085	1.44E+04	5.19E+02	2.97E+04	8.23E+02	1.84E+04	
617.02653	1.44E+04	5.19E+02	2.95E+04	8.24E+02	1.84E+04	
617.3095638	1.45E+04	5.19E+02	2.90E+04	8.24E+02	1.84E+04	
617.5925879	1.45E+04	5.20E+02	2.89E+04	8.24E+02	1.85E+04	
617.8756125	1.45E+04	5.20E+02	2.92E+04	8.25E+02	1.86E+04	
618.1586407	1.46E+04	5.20E+02	2.90E+04	8.25E+02	1.86E+04	
618.4416725	1.45E+04	5.20E+02	2.89E+04	8.25E+02	1.85E+04	
618.7247031	1.44E+04	5.21E+02	2.84E+04	8.26E+02	1.86E+04	
619.0077207	1.43E+04	5.21E+02	2.72E+04	8.26E+02	1.85E+04	
619.2907412	1.44E+04	5.21E+02	2.74E+04	8.27E+02	1.86E+04	
619.5737701	1.45E+04	5.21E+02	2.72E+04	8.27E+02	1.86E+04	
619.8568026	1.45E+04	5.22E+02	2.66E+04	8.27E+02	1.85E+04	
620.1398166	1.45E+04	5.22E+02	2.64E+04	8.28E+02	1.85E+04	
620.422837	1.45E+04	5.22E+02	2.62E+04	8.28E+02	1.85E+04	
620.7058584	1.44E+04	5.22E+02	2.75E+04	8.28E+02	1.84E+04	
620.9888774	1.45E+04	5.23E+02	2.77E+04	8.29E+02	1.84E+04	
621.271898	1.45E+04	5.23E+02	2.83E+04	8.29E+02	1.84E+04	
621.554905	1.45E+04	5.23E+02	2.89E+04	8.29E+02	1.83E+04	
621.83792	1.45E+04	5.23E+02	2.94E+04	8.30E+02	1.84E+04	
622.1209345	1.43E+04	5.24E+02	2.96E+04	8.30E+02	1.85E+04	
622.4039549	1.44E+04	5.24E+02	2.97E+04	8.31E+02	1.85E+04	
622.6869732	1.43E+04	5.24E+02	2.99E+04	8.31E+02	1.85E+04	
622.969991	1.43E+04	5.24E+02	3.07E+04	8.31E+02	1.85E+04	
623.2530031	1.43E+04	5.25E+02	3.03E+04	8.32E+02	1.85E+04	
623.5360273	1.42E+04	5.25E+02	3.07E+04	8.32E+02	1.84E+04	
623.8190489	1.41E+04	5.25E+02	3.08E+04	8.32E+02	1.85E+04	
624.1020672	1.40E+04	5.25E+02	3.09E+04	8.33E+02	1.85E+04	
624.385082	1.41E+04	5.26E+02	3.10E+04	8.33E+02	1.85E+04	
624.6681054	1.40E+04	5.26E+02	3.11E+04	8.34E+02	1.86E+04	
624.9511172	1.39E+04	5.26E+02	3.10E+04	8.34E+02	1.86E+04	
625.2341326	1.39E+04	5.26E+02	3.09E+04	8.34E+02	1.87E+04	
625.5171527	1.39E+04	5.26E+02	3.08E+04	8.35E+02	1.87E+04	
625.8001624	1.39E+04	5.27E+02	3.06E+04	8.35E+02	1.87E+04	
626.083181	1.39E+04	5.27E+02	3.00E+04	8.35E+02	1.86E+04	
626.366198	1.38E+04	5.27E+02	2.89E+04	8.36E+02	1.85E+04	
626.6492051	1.38E+04	5.27E+02	2.92E+04	8.36E+02	1.84E+04	
626.9322125	1.36E+04	5.28E+02	2.92E+04	8.36E+02	1.83E+04	
627.2152204	1.36E+04	5.28E+02	2.94E+04	8.37E+02	1.84E+04	
627.4982333	1.36E+04	5.28E+02	2.96E+04	8.37E+02	1.85E+04	
627.7812398	1.36E+04	5.28E+02	3.01E+04	8.38E+02	1.84E+04	
628.0642504	1.36E+04	5.29E+02	3.03E+04	8.38E+02	1.84E+04	
628.3472473	1.35E+04	5.29E+02	3.06E+04	8.38E+02	1.84E+04	
628.6302348	1.34E+04	5.29E+02	3.09E+04	8.39E+02	1.84E+04	
628.9132451	1.34E+04	5.29E+02	3.10E+04	8.39E+02	1.84E+04	
629.1962427	1.34E+04	5.30E+02	3.14E+04	8.39E+02	1.84E+04	
629.4792488	1.34E+04	5.30E+02	3.13E+04	8.40E+02	1.84E+04	
629.7622451	1.33E+04	5.30E+02	3.12E+04	8.40E+02	1.84E+04	
630.0452507	1.33E+04	5.30E+02	3.17E+04	8.41E+02	1.84E+04	
630.328255	1.33E+04	5.31E+02	3.18E+04	8.41E+02	1.85E+04	
630.6112468	1.32E+04	5.31E+02	3.19E+04	8.41E+02	1.84E+04	
630.8942485	1.33E+04	5.31E+02	3.13E+04	8.42E+02	1.84E+04	
631.1772458	1.34E+04	5.31E+02	3.10E+04	8.42E+02	1.84E+04	
631.4602387	1.34E+04	5.32E+02	3.06E+04	8.42E+02	1.84E+04	
631.7432156	1.33E+04	5.32E+02	3.07E+04	8.43E+02	1.83E+04	
632.0262168	1.32E+04	5.32E+02	3.06E+04	8.43E+02	1.82E+04	
632.3092041	1.32E+04	5.32E+02	3.03E+04	8.44E+02	1.81E+04	
632.5921942	1.32E+04	5.32E+02	3.01E+04	8.44E+02	1.81E+04	
632.8751977	1.33E+04	5.33E+02	2.97E+04	8.44E+02	1.80E+04	
633.1581835	1.34E+04	5.33E+02	2.98E+04	8.45E+02	1.80E+04	
633.4411707	1.35E+04	5.33E+02	3.04E+04	8.45E+02	1.79E+04	
633.7241679	1.34E+04	5.33E+02	3.00E+04	8.45E+02	1.78E+04	
634.0071428	1.34E+04	5.34E+02	3.00E+04	8.46E+02	1.78E+04	
634.2901353	1.34E+04	5.34E+02	3.04E+04	8.46E+02	1.78E+04	
634.5731242	1.34E+04	5.34E+02	3.08E+04	8.46E+02	1.79E+04	
634.8561167	1.35E+04	5.34E+02	3.09E+04	8.47E+02	1.79E+04	
635.1391033	1.35E+04	5.35E+02	3.10E+04	8.47E+02	1.78E+04	
635.4221044	1.36E+04	5.35E+02	3.13E+04	8.48E+02	1.77E+04	
635.7051014	1.36E+04	5.35E+02	3.15E+04	8.48E+02	1.76E+04	
635.9880906	1.36E+04	5.35E+02	3.15E+04	8.48E+02	1.76E+04	
636.2710677	1.36E+04	5.36E+02	3.12E+04	8.49E+02	1.75E+04	
636.5540539	1.36E+04	5.36E+02	3.13E+04	8.49E+02	1.75E+04	
636.8370389	1.37E+04	5.36E+02	3.08E+04	8.49E+02	1.75E+04	
637.120032	1.38E+04	5.36E+02	3.02E+04	8.50E+02	1.76E+04	
637.4030021	1.38E+04	5.37E+02	3.03E+04	8.50E+02	1.75E+04	
637.6859964	1.38E+04	5.37E+02	3.07E+04	8.51E+02	1.75E+04	
637.9689712	1.38E+04	5.37E+02	3.00E+04	8.51E+02	1.75E+04	
638.2519557	1.39E+04	5.37E+02	2.95E+04	8.51E+02	1.75E+04	
638.5349416	1.40E+04	5.38E+02	2.97E+04	8.52E+02	1.75E+04	
638.8179276	1.40E+04	5.38E+02	2.96E+04	8.52E+02	1.74E+04	
639.1009084	1.41E+04	5.38E+02	2.92E+04	8.52E+02	1.74E+04	
639.3838948	1.41E+04	5.38E+02	2.90E+04	8.53E+02	1.73E+04	
639.6668856	1.40E+04	5.39E+02	2.93E+04	8.53E+02	1.73E+04	
639.9498581	1.40E+04	5.39E+02	2.91E+04	8.53E+02	1.73E+04	
640.2328363	1.40E+04	5.39E+02	2.89E+04	8.54E+02	1.65E+04	
640.5158018	1.40E+04	5.39E+02	2.95E+04	8.54E+02	1.66E+04	
640.7987829	1.40E+04	5.39E+02	3.07E+04	8.55E+02	1.67E+04	
641.081752	1.40E+04	5.40E+02	3.08E+04	8.55E+02	1.68E+04	
641.3647329	1.41E+04	5.40E+02	3.07E+04	8.55E+02	1.69E+04	
641.6477016	1.41E+04	5.40E+02	3.08E+04	8.56E+02	1.70E+04	
641.9306709	1.40E+04	5.40E+02	3.04E+04	8.56E+02	1.70E+04	
642.2136289	1.41E+04	5.41E+02	3.03E+04	8.56E+02	1.71E+04	
642.496602	1.41E+04	5.41E+02	3.11E+04	8.57E+02	1.72E+04	
642.7795679	1.42E+04	5.41E+02	3.10E+04	8.57E+02	1.71E+04	
643.0625284	1.43E+04	5.41E+02	3.10E+04	8.58E+02	1.71E+04	
643.3454897	1.42E+04	5.42E+02	3.17E+04	8.58E+02	1.72E+04	
643.628456	1.42E+04	5.42E+02	3.21E+04	8.58E+02	1.73E+04	
643.9114236	1.42E+04	5.42E+02	3.21E+04	8.59E+02	1.73E+04	
644.1943885	1.42E+04	5.42E+02	3.27E+04	8.59E+02	1.73E+04	
644.4773527	1.42E+04	5.43E+02	3.29E+04	8.59E+02	1.72E+04	
644.7603087	1.43E+04	5.43E+02	3.31E+04	8.60E+02	1.72E+04	
645.0432827	1.43E+04	5.43E+02	3.30E+04	8.60E+02	1.73E+04	
645.3262528	1.43E+04	5.43E+02	3.36E+04	8.61E+02	1.74E+04	
645.6092155	1.42E+04	5.44E+02	3.35E+04	8.61E+02	1.73E+04	
645.8921723	1.42E+04	5.44E+02	3.38E+04	8.61E+02	1.74E+04	
646.1751447	1.42E+04	5.44E+02	3.40E+04	8.62E+02	1.74E+04	
646.4581006	1.43E+04	5.44E+02	3.39E+04	8.62E+02	1.73E+04	
646.7410686	1.42E+04	5.45E+02	3.38E+04	8.62E+02	1.73E+04	
647.0240187	1.43E+04	5.45E+02	3.36E+04	8.63E+02	1.73E+04	
647.3069751	1.42E+04	5.45E+02	3.36E+04	8.63E+02	1.72E+04	
647.5899315	1.42E+04	5.45E+02	3.34E+04	8.63E+02	1.71E+04	
647.8728974	1.42E+04	5.46E+02	3.37E+04	8.64E+02	1.71E+04	
648.1558541	1.42E+04	5.46E+02	3.37E+04	8.64E+02	1.71E+04	
648.4388111	1.42E+04	5.46E+02	3.37E+04	8.65E+02	1.70E+04	
648.7217663	1.42E+04	5.46E+02	3.38E+04	8.65E+02	1.70E+04	
649.0047273	1.43E+04	5.46E+02	3.33E+04	8.65E+02	1.69E+04	
649.2876797	1.42E+04	5.47E+02	3.30E+04	8.66E+02	1.68E+04	
649.5706419	1.43E+04	5.47E+02	3.29E+04	8.66E+02	1.68E+04	
649.8536009	1.43E+04	5.47E+02	3.25E+04	8.66E+02	1.67E+04	
650.1365499	1.45E+04	5.47E+02	3.17E+04	8.67E+02	1.66E+04	
650.4194951	1.45E+04	5.48E+02	3.14E+04	8.67E+02	1.66E+04	
650.7024504	1.46E+04	5.48E+02	3.12E+04	8.68E+02	1.65E+04	
650.985402	1.47E+04	5.48E+02	3.08E+04	8.68E+02	1.65E+04	
651.2683429	1.48E+04	5.48E+02	3.08E+04	8.68E+02	1.65E+04	
651.5512968	1.48E+04	5.49E+02	3.09E+04	8.69E+02	1.63E+04	
651.8342511	1.48E+04	5.49E+02	3.02E+04	8.69E+02	1.63E+04	
652.1171947	1.48E+04	5.49E+02	3.01E+04	8.69E+02	1.62E+04	
652.4001455	1.49E+04	5.49E+02	3.00E+04	8.70E+02	1.61E+04	
652.6830958	1.49E+04	5.50E+02	3.03E+04	8.70E+02	1.60E+04	
652.9660466	1.48E+04	5.50E+02	3.00E+04	8.70E+02	1.60E+04	
653.2489919	1.48E+04	5.50E+02	2.97E+04	8.71E+02	1.59E+04	
653.5319367	1.48E+04	5.50E+02	3.00E+04	8.71E+02	1.59E+04	
653.8148892	1.48E+04	5.51E+02	2.99E+04	8.72E+02	1.58E+04	
654.0978336	1.48E+04	5.51E+02	2.92E+04	8.72E+02	1.56E+04	
654.3807779	1.49E+04	5.51E+02	2.89E+04	8.72E+02	1.55E+04	
654.6637302	1.49E+04	5.51E+02	2.91E+04	8.73E+02	1.62E+04	
654.9466792	1.49E+04	5.52E+02	2.87E+04	8.73E+02	1.63E+04	
655.2296411	1.49E+04	5.52E+02	2.83E+04	8.73E+02	1.64E+04	
655.5125844	1.49E+04	5.52E+02	2.81E+04	8.74E+02	1.65E+04	
655.7955235	1.48E+04	5.52E+02	2.84E+04	8.74E+02	1.65E+04	
656.0784676	1.48E+04	5.53E+02	2.81E+04	8.75E+02	1.66E+04	
656.3614101	1.49E+04	5.53E+02	2.88E+04	8.75E+02	1.66E+04	
656.6443446	1.48E+04	5.53E+02	2.93E+04	8.75E+02	1.68E+04	
656.9272723	1.47E+04	5.53E+02	2.95E+04	8.76E+02	1.68E+04	
657.2102179	1.47E+04	5.53E+02	2.99E+04	8.76E+02	1.69E+04	
657.4931629	1.46E+04	5.54E+02	3.01E+04	8.76E+02	1.70E+04	
657.7760973	1.46E+04	5.54E+02	3.00E+04	8.77E+02	1.71E+04	
658.0590392	1.44E+04	5.54E+02	2.99E+04	8.77E+02	1.71E+04	
658.3419714	1.44E+04	5.54E+02	3.02E+04	8.78E+02	1.72E+04	
658.6249224	1.44E+04	5.55E+02	3.02E+04	8.78E+02	1.72E+04	
658.9078608	1.43E+04	5.55E+02	3.01E+04	8.78E+02	1.74E+04	
659.1908088	1.43E+04	5.55E+02	3.00E+04	8.79E+02	1.75E+04	
659.4737469	1.43E+04	5.55E+02	3.01E+04	8.79E+02	1.75E+04	
659.7566764	1.42E+04	5.56E+02	3.01E+04	8.79E+02	1.76E+04	
660.0396095	1.42E+04	5.56E+02	3.01E+04	8.80E+02	1.76E+04	
660.3225195	1.42E+04	5.56E+02	3.00E+04	8.80E+02	1.76E+04	
660.6054566	1.41E+04	5.56E+02	3.00E+04	8.80E+02	1.76E+04	
660.8883856	1.40E+04	5.57E+02	3.00E+04	8.81E+02	1.76E+04	
661.171309	1.39E+04	5.57E+02	2.92E+04	8.81E+02	1.76E+04	
661.4542414	1.39E+04	5.57E+02	2.92E+04	8.82E+02	1.76E+04	
661.7371841	1.38E+04	5.57E+02	2.93E+04	8.82E+02	1.76E+04	
662.0201122	1.38E+04	5.58E+02	2.92E+04	8.82E+02	1.76E+04	
662.3030508	1.38E+04	5.58E+02	2.92E+04	8.83E+02	1.76E+04	
662.5859939	1.38E+04	5.58E+02	2.92E+04	8.83E+02	1.75E+04	
662.8689316	1.38E+04	5.58E+02	2.92E+04	8.83E+02	1.75E+04	
663.1518735	1.38E+04	5.59E+02	2.92E+04	8.84E+02	1.74E+04	
663.4348063	1.39E+04	5.59E+02	2.78E+04	8.84E+02	1.74E+04	
663.7177391	1.41E+04	5.59E+02	2.83E+04	8.85E+02	1.73E+04	
664.0006639	1.42E+04	5.59E+02	2.87E+04	8.85E+02	1.72E+04	
664.2836043	1.42E+04	5.59E+02	2.92E+04	8.85E+02	1.72E+04	
664.5665417	1.43E+04	5.60E+02	2.99E+04	8.86E+02	1.73E+04	
664.8494719	1.43E+04	5.60E+02	3.04E+04	8.86E+02	1.73E+04	
665.1324109	1.43E+04	5.60E+02	3.07E+04	8.86E+02	1.73E+04	
665.4153332	1.44E+04	5.60E+02	3.07E+04	8.87E+02	1.72E+04	
665.6982665	1.45E+04	5.61E+02	3.07E+04	8.87E+02	1.71E+04	
665.9811928	1.46E+04	5.61E+02	3.08E+04	8.87E+02	1.71E+04	
666.2641196	1.47E+04	5.61E+02	3.11E+04	8.88E+02	1.70E+04	
666.5470529	1.47E+04	5.61E+02	3.12E+04	8.88E+02	1.70E+04	
666.8299831	1.46E+04	5.62E+02	3.17E+04	8.89E+02	1.70E+04	
667.1129041	1.47E+04	5.62E+02	3.17E+04	8.89E+02	1.69E+04	
667.3958269	1.49E+04	5.62E+02	3.21E+04	8.89E+02	1.67E+04	
667.6787521	1.49E+04	5.62E+02	3.21E+04	8.90E+02	1.67E+04	
667.9616748	1.49E+04	5.63E+02	3.15E+04	8.90E+02	1.67E+04	
668.2446045	1.50E+04	5.63E+02	3.19E+04	8.90E+02	1.66E+04	
668.5275249	1.51E+04	5.63E+02	3.24E+04	8.91E+02	1.66E+04	
668.8104503	1.52E+04	5.63E+02	3.28E+04	8.91E+02	1.67E+04	
669.09337	1.52E+04	5.64E+02	3.27E+04	8.92E+02	1.67E+04	
669.3762946	1.53E+04	5.64E+02	3.24E+04	8.92E+02	1.67E+04	
669.6592278	1.53E+04	5.64E+02	3.24E+04	8.92E+02	1.68E+04	
669.9421436	1.53E+04	5.64E+02	3.26E+04	8.93E+02	1.68E+04	
670.2250628	1.53E+04	5.65E+02	3.22E+04	8.93E+02	1.70E+04	
670.5079837	1.54E+04	5.65E+02	3.23E+04	8.93E+02	1.71E+04	
670.7909084	1.51E+04	5.65E+02	3.22E+04	8.94E+02	1.72E+04	
671.0738408	1.51E+04	5.65E+02	3.21E+04	8.94E+02	1.72E+04	
671.3567557	1.52E+04	5.66E+02	3.18E+04	8.95E+02	1.73E+04	
671.6396729	1.51E+04	5.66E+02	3.07E+04	8.95E+02	1.73E+04	
671.9225833	1.52E+04	5.66E+02	3.08E+04	8.95E+02	1.73E+04	
672.2054972	1.51E+04	5.66E+02	3.08E+04	8.96E+02	1.73E+04	
672.4884064	1.54E+04	5.66E+02	3.06E+04	8.96E+02	1.74E+04	
672.7713195	1.54E+04	5.67E+02	3.04E+04	8.96E+02	1.75E+04	
673.0542187	1.55E+04	5.67E+02	3.05E+04	8.97E+02	1.76E+04	
673.3371354	1.56E+04	5.67E+02	3.03E+04	8.97E+02	1.76E+04	
673.620032	1.57E+04	5.67E+02	3.01E+04	8.97E+02	1.77E+04	
673.902953	1.56E+04	5.68E+02	2.98E+04	8.98E+02	1.79E+04	
674.1858649	1.57E+04	5.68E+02	2.95E+04	8.98E+02	1.79E+04	
674.4687772	1.57E+04	5.68E+02	2.93E+04	8.99E+02	1.80E+04	
674.751688	1.57E+04	5.68E+02	2.89E+04	8.99E+02	1.81E+04	
675.0346016	1.57E+04	5.69E+02	2.86E+04	8.99E+02	1.81E+04	
675.3175171	1.57E+04	5.69E+02	2.81E+04	9.00E+02	1.81E+04	
675.6004298	1.57E+04	5.69E+02	2.88E+04	9.00E+02	1.80E+04	
675.8833359	1.58E+04	5.69E+02	2.89E+04	9.00E+02	1.81E+04	
676.1662513	1.58E+04	5.70E+02	2.85E+04	9.01E+02	1.81E+04	
676.4491574	1.58E+04	5.70E+02	2.83E+04	9.01E+02	1.82E+04	
676.7320665	1.58E+04	5.70E+02	2.82E+04	9.02E+02	1.82E+04	
677.0149681	1.58E+04	5.70E+02	2.77E+04	9.02E+02	1.82E+04	
677.2978874	1.58E+04	5.71E+02	2.74E+04	9.02E+02	1.82E+04	
677.5807812	1.57E+04	5.71E+02	2.70E+04	9.03E+02	1.82E+04	
