Bandera Gray		Buffalo Berea		Gray Berea		
PV	Rate_Pulses, 1/s	PV	Rate_Pulses, 1/s	PV	Rate_Pulses, 1/s	
2.95E+02	1.49E+04	2.45E+02	6.42E+03	4.02E+02	2.12E+04	
2.95E+02	1.48E+04	2.46E+02	6.45E+03	4.02E+02	2.16E+04	
2.95E+02	1.49E+04	2.46E+02	6.39E+03	4.02E+02	2.22E+04	
2.96E+02	1.49E+04	2.46E+02	6.37E+03	4.03E+02	2.25E+04	
2.96E+02	1.49E+04	2.46E+02	6.40E+03	4.03E+02	2.28E+04	
2.96E+02	1.47E+04	2.47E+02	6.41E+03	4.04E+02	2.32E+04	
2.97E+02	1.48E+04	2.47E+02	6.39E+03	4.04E+02	2.34E+04	
2.97E+02	1.49E+04	2.47E+02	6.35E+03	4.04E+02	2.36E+04	
2.97E+02	1.49E+04	2.47E+02	6.31E+03	4.05E+02	2.38E+04	
2.97E+02	1.48E+04	2.48E+02	6.31E+03	4.05E+02	2.38E+04	
2.98E+02	1.48E+04	2.48E+02	6.33E+03	4.05E+02	2.38E+04	
2.98E+02	1.48E+04	2.48E+02	6.34E+03	4.06E+02	2.38E+04	
2.98E+02	1.48E+04	2.48E+02	6.41E+03	4.06E+02	2.38E+04	
2.99E+02	1.48E+04	2.48E+02	6.43E+03	4.07E+02	2.38E+04	
2.99E+02	1.48E+04	2.49E+02	6.46E+03	4.07E+02	2.37E+04	
2.99E+02	1.48E+04	2.49E+02	6.47E+03	4.07E+02	2.39E+04	
2.99E+02	1.47E+04	2.49E+02	6.40E+03	4.08E+02	2.37E+04	
3.00E+02	1.46E+04	2.49E+02	6.30E+03	4.08E+02	2.36E+04	
3.00E+02	1.46E+04	2.50E+02	6.35E+03	4.08E+02	2.36E+04	
3.00E+02	1.46E+04	2.50E+02	6.33E+03	4.09E+02	2.36E+04	
3.01E+02	1.47E+04	2.50E+02	6.34E+03	4.09E+02	2.35E+04	
3.01E+02	1.47E+04	2.50E+02	6.29E+03	4.10E+02	2.35E+04	
3.01E+02	1.45E+04	2.51E+02	6.25E+03	4.10E+02	2.35E+04	
3.01E+02	1.43E+04	2.51E+02	6.25E+03	4.10E+02	2.32E+04	
3.02E+02	1.42E+04	2.51E+02	6.24E+03	4.11E+02	2.33E+04	
3.02E+02	1.42E+04	2.51E+02	6.22E+03	4.11E+02	2.32E+04	
3.02E+02	1.42E+04	2.52E+02	6.25E+03	4.11E+02	2.30E+04	
3.03E+02	1.43E+04	2.52E+02	6.29E+03	4.12E+02	2.29E+04	
3.03E+02	1.43E+04	2.52E+02	6.31E+03	4.12E+02	2.28E+04	
3.03E+02	1.41E+04	2.52E+02	6.30E+03	4.12E+02	2.27E+04	
3.03E+02	1.41E+04	2.53E+02	6.32E+03	4.13E+02	2.27E+04	
3.04E+02	1.41E+04	2.53E+02	6.40E+03	4.13E+02	2.26E+04	
3.04E+02	1.40E+04	2.53E+02	6.43E+03	4.14E+02	2.26E+04	
3.04E+02	1.41E+04	2.53E+02	6.41E+03	4.14E+02	2.26E+04	
3.05E+02	1.42E+04	2.54E+02	6.41E+03	4.14E+02	2.26E+04	
3.05E+02	1.42E+04	2.54E+02	6.40E+03	4.15E+02	2.24E+04	
3.05E+02	1.42E+04	2.54E+02	6.36E+03	4.15E+02	2.21E+04	
3.05E+02	1.41E+04	2.54E+02	6.36E+03	4.15E+02	2.20E+04	
3.06E+02	1.41E+04	2.55E+02	6.33E+03	4.16E+02	2.19E+04	
3.06E+02	1.40E+04	2.55E+02	6.37E+03	4.16E+02	2.18E+04	
3.06E+02	1.40E+04	2.55E+02	6.30E+03	4.17E+02	2.17E+04	
3.07E+02	1.40E+04	2.55E+02	6.34E+03	4.17E+02	2.16E+04	
3.07E+02	1.40E+04	2.55E+02	6.32E+03	4.17E+02	2.15E+04	
3.07E+02	1.40E+04	2.56E+02	6.33E+03	4.18E+02	2.13E+04	
3.07E+02	1.40E+04	2.56E+02	6.31E+03	4.18E+02	2.12E+04	
3.08E+02	1.40E+04	2.56E+02	6.30E+03	4.18E+02	2.12E+04	
3.08E+02	1.40E+04	2.56E+02	6.22E+03	4.19E+02	2.12E+04	
3.08E+02	1.40E+04	2.57E+02	6.25E+03	4.19E+02	2.14E+04	
3.08E+02	1.39E+04	2.57E+02	6.22E+03	4.20E+02	2.13E+04	
3.09E+02	1.39E+04	2.57E+02	6.21E+03	4.20E+02	2.14E+04	
3.09E+02	1.40E+04	2.57E+02	6.14E+03	4.20E+02	2.14E+04	
3.09E+02	1.40E+04	2.58E+02	6.12E+03	4.21E+02	2.17E+04	
3.10E+02	1.41E+04	2.58E+02	6.09E+03	4.21E+02	2.17E+04	
3.10E+02	1.41E+04	2.58E+02	6.11E+03	4.21E+02	2.16E+04	
3.10E+02	1.40E+04	2.58E+02	6.10E+03	4.22E+02	2.16E+04	
3.10E+02	1.40E+04	2.59E+02	6.06E+03	4.22E+02	2.16E+04	
3.11E+02	1.42E+04	2.59E+02	6.03E+03	4.23E+02	2.16E+04	
3.11E+02	1.42E+04	2.59E+02	6.00E+03	4.23E+02	2.16E+04	
3.11E+02	1.42E+04	2.59E+02	5.99E+03	4.23E+02	2.14E+04	
3.12E+02	1.42E+04	2.60E+02	6.06E+03	4.24E+02	2.14E+04	
3.12E+02	1.42E+04	2.60E+02	6.07E+03	4.24E+02	2.13E+04	
3.12E+02	1.42E+04	2.60E+02	6.14E+03	4.24E+02	2.13E+04	
3.12E+02	1.42E+04	2.60E+02	6.19E+03	4.25E+02	2.13E+04	
3.13E+02	1.43E+04	2.61E+02	6.18E+03	4.25E+02	2.14E+04	
3.13E+02	1.43E+04	2.61E+02	6.19E+03	4.26E+02	2.13E+04	
3.13E+02	1.43E+04	2.61E+02	6.14E+03	4.26E+02	2.12E+04	
3.14E+02	1.42E+04	2.61E+02	6.11E+03	4.26E+02	2.11E+04	
3.14E+02	1.43E+04	2.61E+02	6.09E+03	4.27E+02	2.10E+04	
3.14E+02	1.43E+04	2.62E+02	6.15E+03	4.27E+02	2.11E+04	
3.14E+02	1.42E+04	2.62E+02	6.17E+03	4.27E+02	2.10E+04	
3.15E+02	1.42E+04	2.62E+02	6.16E+03	4.28E+02	2.08E+04	
3.15E+02	1.40E+04	2.62E+02	6.15E+03	4.28E+02	2.07E+04	
3.15E+02	1.40E+04	2.63E+02	6.19E+03	4.29E+02	2.07E+04	
3.16E+02	1.40E+04	2.63E+02	6.21E+03	4.29E+02	2.05E+04	
3.16E+02	1.42E+04	2.63E+02	6.20E+03	4.29E+02	2.08E+04	
3.16E+02	1.42E+04	2.63E+02	6.19E+03	4.30E+02	2.06E+04	
3.16E+02	1.42E+04	2.64E+02	6.24E+03	4.30E+02	2.07E+04	
3.17E+02	1.42E+04	2.64E+02	6.22E+03	4.30E+02	2.08E+04	
3.17E+02	1.41E+04	2.64E+02	6.24E+03	4.31E+02	2.08E+04	
3.17E+02	1.42E+04	2.64E+02	6.33E+03	4.31E+02	2.08E+04	
3.18E+02	1.42E+04	2.65E+02	6.41E+03	4.32E+02	2.10E+04	
3.18E+02	1.42E+04	2.65E+02	6.44E+03	4.32E+02	2.10E+04	
3.18E+02	1.42E+04	2.65E+02	6.43E+03	4.32E+02	2.10E+04	
3.18E+02	1.42E+04	2.65E+02	6.43E+03	4.33E+02	2.08E+04	
3.19E+02	1.42E+04	2.66E+02	6.50E+03	4.33E+02	2.09E+04	
3.19E+02	1.41E+04	2.66E+02	6.44E+03	4.33E+02	2.08E+04	
3.19E+02	1.41E+04	2.66E+02	6.44E+03	4.34E+02	2.08E+04	
3.20E+02	1.41E+04	2.66E+02	6.47E+03	4.34E+02	2.08E+04	
3.20E+02	1.41E+04	2.67E+02	6.49E+03	4.35E+02	2.09E+04	
3.20E+02	1.41E+04	2.67E+02	6.52E+03	4.35E+02	2.08E+04	
3.20E+02	1.41E+04	2.67E+02	6.55E+03	4.35E+02	2.09E+04	
3.21E+02	1.40E+04	2.67E+02	6.58E+03	4.36E+02	2.08E+04	
3.21E+02	1.40E+04	2.68E+02	6.58E+03	4.36E+02	2.08E+04	
3.21E+02	1.38E+04	2.68E+02	6.59E+03	4.36E+02	2.08E+04	
3.22E+02	1.38E+04	2.68E+02	6.63E+03	4.37E+02	2.08E+04	
3.22E+02	1.38E+04	2.68E+02	6.70E+03	4.37E+02	2.08E+04	
3.22E+02	1.38E+04	2.68E+02	6.74E+03	4.38E+02	2.07E+04	
3.22E+02	1.39E+04	2.69E+02	6.79E+03	4.38E+02	2.07E+04	
3.23E+02	1.39E+04	2.69E+02	6.80E+03	4.38E+02	2.06E+04	
3.23E+02	1.39E+04	2.69E+02	6.79E+03	4.39E+02	2.07E+04	
3.23E+02	1.39E+04	2.69E+02	6.84E+03	4.39E+02	2.07E+04	
3.24E+02	1.41E+04	2.70E+02	6.88E+03	4.39E+02	2.07E+04	
3.24E+02	1.41E+04	2.70E+02	6.92E+03	4.40E+02	2.07E+04	
3.24E+02	1.41E+04	2.70E+02	6.90E+03	4.40E+02	2.06E+04	
3.24E+02	1.42E+04	2.70E+02	6.93E+03	4.40E+02	2.06E+04	
3.25E+02	1.43E+04	2.71E+02	6.93E+03	4.41E+02	2.05E+04	
3.25E+02	1.42E+04	2.71E+02	6.96E+03	4.41E+02	2.05E+04	
3.25E+02	1.42E+04	2.71E+02	6.99E+03	4.42E+02	2.05E+04	
3.26E+02	1.43E+04	2.71E+02	7.11E+03	4.42E+02	2.04E+04	
3.26E+02	1.44E+04	2.72E+02	7.14E+03	4.42E+02	2.04E+04	
3.26E+02	1.44E+04	2.72E+02	7.20E+03	4.43E+02	2.02E+04	
3.26E+02	1.45E+04	2.72E+02	7.23E+03	4.43E+02	2.01E+04	
3.27E+02	1.46E+04	2.72E+02	7.22E+03	4.43E+02	2.00E+04	
3.27E+02	1.46E+04	2.73E+02	7.20E+03	4.44E+02	1.99E+04	
3.27E+02	1.46E+04	2.73E+02	7.19E+03	4.44E+02	1.98E+04	
3.28E+02	1.47E+04	2.73E+02	7.17E+03	4.45E+02	1.97E+04	
3.28E+02	1.47E+04	2.73E+02	7.22E+03	4.45E+02	1.98E+04	
3.28E+02	1.48E+04	2.74E+02	7.26E+03	4.45E+02	1.97E+04	
3.28E+02	1.48E+04	2.74E+02	7.25E+03	4.46E+02	1.97E+04	
3.29E+02	1.48E+04	2.74E+02	7.31E+03	4.46E+02	1.95E+04	
3.29E+02	1.49E+04	2.74E+02	7.22E+03	4.46E+02	1.96E+04	
3.29E+02	1.49E+04	2.75E+02	7.25E+03	4.47E+02	1.96E+04	
3.30E+02	1.51E+04	2.75E+02	7.21E+03	4.47E+02	1.98E+04	
3.30E+02	1.51E+04	2.75E+02	7.21E+03	4.48E+02	1.97E+04	
3.30E+02	1.53E+04	2.75E+02	7.21E+03	4.48E+02	1.97E+04	
3.30E+02	1.53E+04	2.75E+02	7.21E+03	4.48E+02	1.99E+04	
3.31E+02	1.53E+04	2.76E+02	7.24E+03	4.49E+02	1.98E+04	
3.31E+02	1.53E+04	2.76E+02	7.28E+03	4.49E+02	1.98E+04	
3.31E+02	1.52E+04	2.76E+02	7.30E+03	4.49E+02	1.97E+04	
3.32E+02	1.52E+04	2.76E+02	7.32E+03	4.50E+02	1.97E+04	
3.32E+02	1.51E+04	2.77E+02	7.31E+03	4.50E+02	1.96E+04	
3.32E+02	1.50E+04	2.77E+02	7.34E+03	4.51E+02	1.96E+04	
3.32E+02	1.50E+04	2.77E+02	7.33E+03	4.51E+02	1.95E+04	
3.33E+02	1.51E+04	2.77E+02	7.33E+03	4.51E+02	1.94E+04	
3.33E+02	1.51E+04	2.78E+02	7.35E+03	4.52E+02	1.96E+04	
3.33E+02	1.50E+04	2.78E+02	7.28E+03	4.52E+02	1.95E+04	
3.34E+02	1.50E+04	2.78E+02	7.28E+03	4.52E+02	1.95E+04	
3.34E+02	1.50E+04	2.78E+02	7.27E+03	4.53E+02	1.96E+04	
3.34E+02	1.49E+04	2.79E+02	7.33E+03	4.53E+02	1.97E+04	
3.34E+02	1.50E+04	2.79E+02	7.35E+03	4.54E+02	1.97E+04	
3.35E+02	1.49E+04	2.79E+02	7.40E+03	4.54E+02	1.97E+04	
3.35E+02	1.49E+04	2.79E+02	7.36E+03	4.54E+02	1.98E+04	
3.35E+02	1.47E+04	2.80E+02	7.40E+03	4.55E+02	1.99E+04	
3.36E+02	1.47E+04	2.80E+02	7.44E+03	4.55E+02	1.99E+04	
3.36E+02	1.47E+04	2.80E+02	7.48E+03	4.55E+02	2.00E+04	
3.36E+02	1.48E+04	2.80E+02	7.47E+03	4.56E+02	2.01E+04	
3.36E+02	1.48E+04	2.81E+02	7.46E+03	4.56E+02	2.03E+04	
3.37E+02	1.48E+04	2.81E+02	7.47E+03	4.57E+02	2.03E+04	
3.37E+02	1.47E+04	2.81E+02	7.49E+03	4.57E+02	2.05E+04	
3.37E+02	1.47E+04	2.81E+02	7.46E+03	4.57E+02	2.05E+04	
3.37E+02	1.49E+04	2.82E+02	7.45E+03	4.58E+02	2.04E+04	
3.38E+02	1.48E+04	2.82E+02	7.43E+03	4.58E+02	2.04E+04	
3.38E+02	1.48E+04	2.82E+02	7.38E+03	4.58E+02	2.03E+04	
3.38E+02	1.47E+04	2.82E+02	7.38E+03	4.59E+02	2.04E+04	
3.39E+02	1.46E+04	2.82E+02	7.40E+03	4.59E+02	2.03E+04	
3.39E+02	1.46E+04	2.83E+02	7.38E+03	4.60E+02	2.02E+04	
3.39E+02	1.45E+04	2.83E+02	7.42E+03	4.60E+02	2.01E+04	
3.39E+02	1.46E+04	2.83E+02	7.39E+03	4.60E+02	2.01E+04	
3.40E+02	1.46E+04	2.83E+02	7.45E+03	4.61E+02	1.99E+04	
3.40E+02	1.45E+04	2.84E+02	7.40E+03	4.61E+02	1.99E+04	
3.40E+02	1.45E+04	2.84E+02	7.43E+03	4.61E+02	1.97E+04	
3.41E+02	1.45E+04	2.84E+02	7.37E+03	4.62E+02	1.98E+04	
3.41E+02	1.45E+04	2.84E+02	7.38E+03	4.62E+02	2.02E+04	
3.41E+02	1.44E+04	2.85E+02	7.41E+03	4.62E+02	2.04E+04	
3.41E+02	1.44E+04	2.85E+02	7.47E+03	4.63E+02	2.06E+04	
3.42E+02	1.44E+04	2.85E+02	7.50E+03	4.63E+02	2.07E+04	
3.42E+02	1.44E+04	2.85E+02	7.53E+03	4.64E+02	2.09E+04	
3.42E+02	1.44E+04	2.86E+02	7.48E+03	4.64E+02	2.10E+04	
3.43E+02	1.44E+04	2.86E+02	7.42E+03	4.64E+02	2.11E+04	
3.43E+02	1.45E+04	2.86E+02	7.43E+03	4.65E+02	2.12E+04	
3.43E+02	1.45E+04	2.86E+02	7.43E+03	4.65E+02	2.14E+04	
3.43E+02	1.46E+04	2.87E+02	7.45E+03	4.65E+02	2.15E+04	
3.44E+02	1.47E+04	2.87E+02	7.45E+03	4.66E+02	2.13E+04	
3.44E+02	1.46E+04	2.87E+02	7.49E+03	4.66E+02	2.12E+04	
3.44E+02	1.46E+04	2.87E+02	7.53E+03	4.67E+02	2.13E+04	
3.45E+02	1.46E+04	2.88E+02	7.54E+03	4.67E+02	2.14E+04	
3.45E+02	1.46E+04	2.88E+02	7.60E+03	4.67E+02	2.14E+04	
3.45E+02	1.46E+04	2.88E+02	7.61E+03	4.68E+02	2.16E+04	
3.45E+02	1.45E+04	2.88E+02	7.59E+03	4.68E+02	2.18E+04	
3.46E+02	1.45E+04	2.89E+02	7.66E+03	4.68E+02	2.19E+04	
3.46E+02	1.45E+04	2.89E+02	7.67E+03	4.69E+02	2.21E+04	
3.46E+02	1.45E+04	2.89E+02	7.66E+03	4.69E+02	2.21E+04	
3.47E+02	1.47E+04	2.89E+02	7.62E+03	4.70E+02	2.21E+04	
3.47E+02	1.47E+04	2.89E+02	7.70E+03	4.70E+02	2.23E+04	
3.47E+02	1.47E+04	2.90E+02	7.72E+03	4.70E+02	2.25E+04	
3.47E+02	1.47E+04	2.90E+02	7.68E+03	4.71E+02	2.26E+04	
3.48E+02	1.47E+04	2.90E+02	7.69E+03	4.71E+02	2.26E+04	
3.48E+02	1.48E+04	2.90E+02	7.73E+03	4.71E+02	2.25E+04	
3.48E+02	1.47E+04	2.91E+02	7.79E+03	4.72E+02	2.28E+04	
3.49E+02	1.47E+04	2.91E+02	7.76E+03	4.72E+02	2.29E+04	
3.49E+02	1.46E+04	2.91E+02	7.76E+03	4.73E+02	2.31E+04	
3.49E+02	1.47E+04	2.91E+02	7.76E+03	4.73E+02	2.33E+04	
3.49E+02	1.46E+04	2.92E+02	7.74E+03	4.73E+02	2.35E+04	
3.50E+02	1.47E+04	2.92E+02	7.73E+03	4.74E+02	2.39E+04	
3.50E+02	1.47E+04	2.92E+02	7.72E+03	4.74E+02	2.43E+04	
3.50E+02	1.47E+04	2.92E+02	7.71E+03	4.74E+02	2.45E+04	
3.51E+02	1.48E+04	2.93E+02	7.71E+03	4.75E+02	2.47E+04	
3.51E+02	1.48E+04	2.93E+02	7.68E+03	4.75E+02	2.47E+04	
3.51E+02	1.47E+04	2.93E+02	7.62E+03	4.76E+02	2.49E+04	
3.51E+02	1.48E+04	2.93E+02	7.57E+03	4.76E+02	2.48E+04	
3.52E+02	1.47E+04	2.94E+02	7.57E+03	4.76E+02	2.50E+04	
3.52E+02	1.46E+04	2.94E+02	7.56E+03	4.77E+02	2.51E+04	
3.52E+02	1.47E+04	2.94E+02	7.55E+03	4.77E+02	2.52E+04	
3.53E+02	1.45E+04	2.94E+02	7.62E+03	4.77E+02	2.53E+04	
3.53E+02	1.45E+04	2.95E+02	7.59E+03	4.78E+02	2.52E+04	
3.53E+02	1.45E+04	2.95E+02	7.63E+03	4.78E+02	2.52E+04	
3.53E+02	1.44E+04	2.95E+02	7.67E+03	4.79E+02	2.53E+04	
3.54E+02	1.43E+04	2.95E+02	7.72E+03	4.79E+02	2.54E+04	
3.54E+02	1.43E+04	2.95E+02	7.80E+03	4.79E+02	2.53E+04	
3.54E+02	1.43E+04	2.96E+02	7.77E+03	4.80E+02	2.54E+04	
3.55E+02	1.41E+04	2.96E+02	7.77E+03	4.80E+02	2.54E+04	
3.55E+02	1.42E+04	2.96E+02	7.81E+03	4.80E+02	2.56E+04	
3.55E+02	1.42E+04	2.96E+02	7.89E+03	4.81E+02	2.56E+04	
3.55E+02	1.41E+04	2.97E+02	7.87E+03	4.81E+02	2.53E+04	
3.56E+02	1.42E+04	2.97E+02	7.85E+03	4.81E+02	2.52E+04	
3.56E+02	1.42E+04	2.97E+02	7.85E+03	4.82E+02	2.49E+04	
3.56E+02	1.42E+04	2.97E+02	7.85E+03	4.82E+02	2.48E+04	
3.57E+02	1.42E+04	2.98E+02	7.85E+03	4.83E+02	2.46E+04	
3.57E+02	1.42E+04	2.98E+02	7.86E+03	4.83E+02	2.43E+04	
3.57E+02	1.43E+04	2.98E+02	7.96E+03	4.83E+02	2.41E+04	
3.57E+02	1.42E+04	2.98E+02	7.97E+03	4.84E+02	2.39E+04	
3.58E+02	1.43E+04	2.99E+02	8.03E+03	4.84E+02	2.36E+04	
3.58E+02	1.43E+04	2.99E+02	8.04E+03	4.84E+02	2.32E+04	
3.58E+02	1.43E+04	2.99E+02	8.07E+03	4.85E+02	2.31E+04	
3.59E+02	1.43E+04	2.99E+02	8.08E+03	4.85E+02	2.32E+04	
3.59E+02	1.42E+04	3.00E+02	8.05E+03	4.86E+02	2.29E+04	
3.59E+02	1.42E+04	3.00E+02	8.12E+03	4.86E+02	2.28E+04	
3.59E+02	1.42E+04	3.00E+02	8.14E+03	4.86E+02	2.25E+04	
3.60E+02	1.41E+04	3.00E+02	8.17E+03	4.87E+02	2.23E+04	
3.60E+02	1.41E+04	3.01E+02	8.21E+03	4.87E+02	2.21E+04	
3.60E+02	1.41E+04	3.01E+02	8.19E+03	4.87E+02	2.19E+04	
3.61E+02	1.41E+04	3.01E+02	8.26E+03	4.88E+02	2.15E+04	
3.61E+02	1.41E+04	3.01E+02	8.31E+03	4.88E+02	2.14E+04	
3.61E+02	1.40E+04	3.02E+02	8.39E+03	4.89E+02	2.12E+04	
3.61E+02	1.40E+04	3.02E+02	8.33E+03	4.89E+02	2.10E+04	
3.62E+02	1.40E+04	3.02E+02	8.38E+03	4.89E+02	2.08E+04	
3.62E+02	1.40E+04	3.02E+02	8.35E+03	4.90E+02	2.07E+04	
3.62E+02	1.41E+04	3.02E+02	8.35E+03	4.90E+02	2.05E+04	
3.62E+02	1.41E+04	3.03E+02	8.37E+03	4.90E+02	2.07E+04	
3.63E+02	1.41E+04	3.03E+02	8.39E+03	4.91E+02	2.07E+04	
3.63E+02	1.42E+04	3.03E+02	8.42E+03	4.91E+02	2.06E+04	
3.63E+02	1.43E+04	3.03E+02	8.42E+03	4.92E+02	2.08E+04	
3.64E+02	1.43E+04	3.04E+02	8.37E+03	4.92E+02	2.10E+04	
3.64E+02	1.43E+04	3.04E+02	8.38E+03	4.92E+02	2.11E+04	
3.64E+02	1.43E+04	3.04E+02	8.45E+03	4.93E+02	2.11E+04	
3.64E+02	1.43E+04	3.04E+02	8.45E+03	4.93E+02	2.09E+04	
3.65E+02	1.44E+04	3.05E+02	8.47E+03	4.93E+02	2.09E+04	
3.65E+02	1.44E+04	3.05E+02	8.51E+03	4.94E+02	2.09E+04	
3.65E+02	1.43E+04	3.05E+02	8.56E+03	4.94E+02	2.10E+04	
3.66E+02	1.44E+04	3.05E+02	8.57E+03	4.95E+02	2.10E+04	
3.66E+02	1.44E+04	3.06E+02	8.61E+03	4.95E+02	2.10E+04	
3.66E+02	1.44E+04	3.06E+02	8.61E+03	4.95E+02	2.10E+04	
3.66E+02	1.45E+04	3.06E+02	8.63E+03	4.96E+02	2.09E+04	
3.67E+02	1.45E+04	3.06E+02	8.66E+03	4.96E+02	2.08E+04	
3.67E+02	1.45E+04	3.07E+02	8.65E+03	4.96E+02	2.07E+04	
3.67E+02	1.47E+04	3.07E+02	8.76E+03	4.97E+02	2.06E+04	
3.68E+02	1.48E+04	3.07E+02	8.80E+03	4.97E+02	2.05E+04	
3.68E+02	1.48E+04	3.07E+02	8.83E+03	4.98E+02	2.05E+04	
3.68E+02	1.49E+04	3.08E+02	8.83E+03	4.98E+02	2.04E+04	
3.68E+02	1.50E+04	3.08E+02	8.80E+03	4.98E+02	2.04E+04	
3.69E+02	1.50E+04	3.08E+02	8.81E+03	4.99E+02	2.04E+04	
3.69E+02	1.52E+04	3.08E+02	8.88E+03	4.99E+02	2.04E+04	
3.69E+02	1.52E+04	3.09E+02	8.86E+03	4.99E+02	2.04E+04	
3.70E+02	1.52E+04	3.09E+02	8.79E+03	5.00E+02	2.02E+04	
3.70E+02	1.53E+04	3.09E+02	8.81E+03	5.00E+02	2.03E+04	
3.70E+02	1.52E+04	3.09E+02	8.85E+03	5.00E+02	2.02E+04	
3.70E+02	1.52E+04	3.09E+02	8.88E+03	5.01E+02	2.03E+04	
3.71E+02	1.53E+04	3.10E+02	8.90E+03	5.01E+02	2.02E+04	
3.71E+02	1.53E+04	3.10E+02	8.86E+03	5.02E+02	2.02E+04	
3.71E+02	1.53E+04	3.10E+02	8.84E+03	5.02E+02	2.04E+04	
3.72E+02	1.53E+04	3.10E+02	8.80E+03	5.02E+02	2.02E+04	
3.72E+02	1.53E+04	3.11E+02	8.79E+03	5.03E+02	2.01E+04	
3.72E+02	1.53E+04	3.11E+02	8.74E+03	5.03E+02	2.02E+04	
3.72E+02	1.53E+04	3.11E+02	8.73E+03	5.03E+02	2.02E+04	
3.73E+02	1.52E+04	3.11E+02	8.67E+03	5.04E+02	2.03E+04	
3.73E+02	1.52E+04	3.12E+02	8.66E+03	5.04E+02	2.03E+04	
3.73E+02	1.52E+04	3.12E+02	8.70E+03	5.05E+02	2.03E+04	
3.74E+02	1.51E+04	3.12E+02	8.59E+03	5.05E+02	2.04E+04	
3.74E+02	1.50E+04	3.12E+02	8.54E+03	5.05E+02	2.05E+04	
3.74E+02	1.50E+04	3.13E+02	8.54E+03	5.06E+02	2.04E+04	
3.74E+02	1.50E+04	3.13E+02	8.51E+03	5.06E+02	2.03E+04	
3.75E+02	1.50E+04	3.13E+02	8.50E+03	5.06E+02	2.02E+04	
3.75E+02	1.49E+04	3.13E+02	8.50E+03	5.07E+02	2.03E+04	
3.75E+02	1.48E+04	3.14E+02	8.44E+03	5.07E+02	2.04E+04	
3.76E+02	1.47E+04	3.14E+02	8.39E+03	5.08E+02	2.04E+04	
3.76E+02	1.47E+04	3.14E+02	8.36E+03	5.08E+02	2.03E+04	
3.76E+02	1.47E+04	3.14E+02	8.24E+03	5.08E+02	2.03E+04	
3.76E+02	1.47E+04	3.15E+02	8.25E+03	5.09E+02	2.02E+04	
3.77E+02	1.46E+04	3.15E+02	8.22E+03	5.09E+02	2.03E+04	
3.77E+02	1.46E+04	3.15E+02	8.22E+03	5.09E+02	2.05E+04	
3.77E+02	1.46E+04	3.15E+02	8.19E+03	5.10E+02	2.05E+04	
3.78E+02	1.45E+04	3.16E+02	8.16E+03	5.10E+02	2.06E+04	
3.78E+02	1.44E+04	3.16E+02	8.14E+03	5.11E+02	2.05E+04	
3.78E+02	1.45E+04	3.16E+02	8.12E+03	5.11E+02	2.05E+04	
3.78E+02	1.44E+04	3.16E+02	8.11E+03	5.11E+02	2.07E+04	
3.79E+02	1.45E+04	3.16E+02	8.06E+03	5.12E+02	2.07E+04	
3.79E+02	1.45E+04	3.17E+02	8.05E+03	5.12E+02	2.08E+04	
3.79E+02	1.45E+04	3.17E+02	8.05E+03	5.12E+02	2.08E+04	
3.80E+02	1.45E+04	3.17E+02	8.01E+03	5.13E+02	2.10E+04	
3.80E+02	1.45E+04	3.17E+02	7.90E+03	5.13E+02	2.09E+04	
3.80E+02	1.45E+04	3.18E+02	7.92E+03	5.14E+02	2.10E+04	
3.80E+02	1.45E+04	3.18E+02	7.91E+03	5.14E+02	2.10E+04	
3.81E+02	1.46E+04	3.18E+02	7.93E+03	5.14E+02	2.10E+04	
3.81E+02	1.45E+04	3.18E+02	7.97E+03	5.15E+02	2.12E+04	
3.81E+02	1.46E+04	3.19E+02	7.99E+03	5.15E+02	2.13E+04	
3.82E+02	1.46E+04	3.19E+02	8.03E+03	5.15E+02	2.15E+04	
3.82E+02	1.46E+04	3.19E+02	8.02E+03	5.16E+02	2.16E+04	
3.82E+02	1.46E+04	3.19E+02	8.01E+03	5.16E+02	2.18E+04	
3.82E+02	1.46E+04	3.20E+02	8.00E+03	5.17E+02	2.18E+04	
3.83E+02	1.47E+04	3.20E+02	7.95E+03	5.17E+02	2.20E+04	
3.83E+02	1.47E+04	3.20E+02	7.95E+03	5.17E+02	2.20E+04	
3.83E+02	1.47E+04	3.20E+02	7.93E+03	5.18E+02	2.21E+04	
3.84E+02	1.47E+04	3.21E+02	7.87E+03	5.18E+02	2.22E+04	
3.84E+02	1.48E+04	3.21E+02	7.83E+03	5.18E+02	2.22E+04	
3.84E+02	1.48E+04	3.21E+02	7.82E+03	5.19E+02	2.25E+04	
3.84E+02	1.48E+04	3.21E+02	7.85E+03	5.19E+02	2.27E+04	
3.85E+02	1.51E+04	3.22E+02	7.84E+03	5.19E+02	2.29E+04	
3.85E+02	1.51E+04	3.22E+02	7.81E+03	5.20E+02	2.30E+04	
3.85E+02	1.51E+04	3.22E+02	7.79E+03	5.20E+02	2.29E+04	
3.85E+02	1.51E+04	3.22E+02	7.79E+03	5.21E+02	2.30E+04	
3.86E+02	1.53E+04	3.22E+02	7.81E+03	5.21E+02	2.29E+04	
3.86E+02	1.53E+04	3.23E+02	7.80E+03	5.21E+02	2.29E+04	
3.86E+02	1.52E+04	3.23E+02	7.88E+03	5.22E+02	2.30E+04	
