PV	Sw
5.42E+01	0.389336812
5.42E+01	0.389336812
5.42E+01	0.389307407
5.42E+01	0.389307407
5.42E+01	0.389307407
5.42E+01	0.389282263
5.42E+01	0.389282263
5.42E+01	0.389282263
5.42E+01	0.389249389
5.42E+01	0.389249389
5.42E+01	0.389217218
5.43E+01	0.389217218
5.43E+01	0.389217218
5.43E+01	0.389190312
5.43E+01	0.389190312
5.43E+01	0.389175083
5.43E+01	0.389175083
5.43E+01	0.389175083
5.43E+01	0.389157536
5.43E+01	0.389157536
5.43E+01	0.389129946
5.43E+01	0.389129946
5.44E+01	0.389129946
5.44E+01	0.389102902
5.44E+01	0.389102902
5.44E+01	0.389075167
5.44E+01	0.389075167
5.44E+01	0.389075167
5.44E+01	0.389058637
5.44E+01	0.389058637
5.44E+01	0.389058637
5.44E+01	0.389030448
5.45E+01	0.389030448
5.45E+01	0.389000566
5.45E+01	0.389000566
5.45E+01	0.389000566
5.45E+01	0.388971076
5.45E+01	0.388971076
5.45E+01	0.38894823
5.45E+01	0.38894823
5.45E+01	0.38894823
5.45E+01	0.388927239
5.45E+01	0.388927239
5.46E+01	0.388895835
5.46E+01	0.388895835
5.46E+01	0.388895835
5.46E+01	0.38887786
5.46E+01	0.38887786
5.46E+01	0.38887786
5.46E+01	0.388852638
5.46E+01	0.388852638
5.46E+01	0.388818938
5.46E+01	0.388818938
5.47E+01	0.388818938
5.47E+01	0.38878062
5.47E+01	0.38878062
5.47E+01	0.388764741
5.47E+01	0.388764741
5.47E+01	0.388764741
5.47E+01	0.38873006
5.47E+01	0.38873006
5.47E+01	0.388696774
5.47E+01	0.388696774
5.47E+01	0.388696774
5.48E+01	0.388671352
5.48E+01	0.388671352
5.48E+01	0.388647014
5.48E+01	0.388647014
5.48E+01	0.388647014
5.48E+01	0.388611437
5.48E+01	0.388611437
5.48E+01	0.388611437
5.48E+01	0.388580565
5.48E+01	0.388580565
5.49E+01	0.388549854
5.49E+01	0.388549854
5.49E+01	0.388549854
5.49E+01	0.388523305
5.49E+01	0.388523305
5.49E+01	0.388485913
5.49E+01	0.388485913
5.49E+01	0.388485913
5.49E+01	0.388470528
5.49E+01	0.388470528
5.49E+01	0.388443455
5.50E+01	0.388443455
5.50E+01	0.388443455
5.50E+01	0.38841285
5.50E+01	0.38841285
5.50E+01	0.38841285
5.50E+01	0.388411082
5.50E+01	0.388411082
5.50E+01	0.388374796
5.50E+01	0.388374796
5.50E+01	0.388374796
5.51E+01	0.388332064
5.51E+01	0.388332064
5.51E+01	0.388315159
5.51E+01	0.388315159
5.51E+01	0.388315159
5.51E+01	0.388291266
5.51E+01	0.388291266
5.51E+01	0.388268758
5.51E+01	0.388268758
5.51E+01	0.388268758
5.51E+01	0.388245256
5.52E+01	0.388245256
5.52E+01	0.388245256
5.52E+01	0.388204867
5.52E+01	0.388204867
5.52E+01	0.388176309
5.52E+01	0.388176309
5.52E+01	0.388176309
5.52E+01	0.388168864
5.52E+01	0.388168864
5.52E+01	0.388142078
5.52E+01	0.388142078
5.53E+01	0.388142078
5.53E+01	0.388116909
5.53E+01	0.388116909
5.53E+01	0.388092052
5.53E+01	0.388092052
5.53E+01	0.388092052
5.53E+01	0.388073718
5.53E+01	0.388073718
5.53E+01	0.38804396
5.53E+01	0.38804396
5.54E+01	0.38804396
5.54E+01	0.388007231
5.54E+01	0.388007231
5.54E+01	0.388007231
5.54E+01	0.387979863
5.54E+01	0.387979863
5.54E+01	0.387951504
5.54E+01	0.387951504
5.54E+01	0.387951504
5.54E+01	0.387926445
5.54E+01	0.387926445
5.55E+01	0.387903383
5.55E+01	0.387903383
5.55E+01	0.387903383
5.55E+01	0.387880707
5.55E+01	0.387880707
5.55E+01	0.387861865
5.55E+01	0.387861865
5.55E+01	0.387861865
5.55E+01	0.387825872
5.55E+01	0.387825872
5.56E+01	0.387825872
5.56E+01	0.387792721
5.56E+01	0.387792721
5.56E+01	0.387771211
5.56E+01	0.387771211
5.56E+01	0.387771211
5.56E+01	0.387744118
5.56E+01	0.387744118
5.56E+01	0.387718943
5.56E+01	0.387718943
5.56E+01	0.387718943
5.57E+01	0.387690407
5.57E+01	0.387690407
5.57E+01	0.387661035
5.57E+01	0.387661035
5.57E+01	0.387661035
5.57E+01	0.387642757
5.57E+01	0.387642757
5.57E+01	0.387616529
5.57E+01	0.387616529
5.57E+01	0.387616529
5.58E+01	0.387586331
5.58E+01	0.387586331
5.58E+01	0.387586331
5.58E+01	0.387555835
5.58E+01	0.387555835
5.58E+01	0.387534437
5.58E+01	0.387534437
5.58E+01	0.387534437
5.58E+01	0.387499673
5.58E+01	0.387499673
5.58E+01	0.387467897
5.59E+01	0.387467897
5.59E+01	0.387435516
5.59E+01	0.387435516
5.59E+01	0.387401998
5.59E+01	0.387401998
5.59E+01	0.387401998
5.59E+01	0.387375128
5.59E+01	0.387375128
5.59E+01	0.387375128
5.59E+01	0.387354369
5.60E+01	0.387354369
5.60E+01	0.387332086
5.60E+01	0.387332086
5.60E+01	0.387332086
5.60E+01	0.387313393
5.60E+01	0.387313393
5.60E+01	0.387291803
5.60E+01	0.387291803
5.60E+01	0.387291803
5.60E+01	0.387260912
5.60E+01	0.387260912
5.61E+01	0.387236051
5.61E+01	0.387236051
5.61E+01	0.387236051
5.61E+01	0.387209594
5.61E+01	0.387209594
5.61E+01	0.387209594
5.61E+01	0.387173538
5.61E+01	0.387173538
5.61E+01	0.387132233
5.61E+01	0.387132233
5.61E+01	0.387132233
5.62E+01	0.387106176
5.62E+01	0.387106176
5.62E+01	0.387074335
5.62E+01	0.387074335
5.62E+01	0.387074335
5.62E+01	0.387055219
5.62E+01	0.387055219
5.62E+01	0.387019659
5.62E+01	0.387019659
5.62E+01	0.387019659
5.63E+01	0.387012426
5.63E+01	0.387012426
5.63E+01	0.386998723
5.63E+01	0.386998723
5.63E+01	0.386998723
5.63E+01	0.386970255
5.63E+01	0.386970255
5.63E+01	0.386970255
5.63E+01	0.386945217
5.63E+01	0.386945217
5.63E+01	0.386923227
5.64E+01	0.386923227
5.64E+01	0.386923227
5.64E+01	0.386888309
5.64E+01	0.386888309
5.64E+01	0.386857733
5.64E+01	0.386857733
5.64E+01	0.386857733
5.64E+01	0.386832792
5.64E+01	0.386832792
5.64E+01	0.386799188
5.65E+01	0.386799188
5.65E+01	0.386799188
5.65E+01	0.3867795
5.65E+01	0.3867795
5.65E+01	0.3867795
5.65E+01	0.386766656
5.65E+01	0.386766656
5.65E+01	0.386729269
5.65E+01	0.386729269
5.65E+01	0.386729269
5.65E+01	0.386692347
5.66E+01	0.386692347
5.66E+01	0.386671915
5.66E+01	0.386671915
5.66E+01	0.386671915
5.66E+01	0.386638881
5.66E+01	0.386638881
5.66E+01	0.386612459
5.66E+01	0.386612459
5.66E+01	0.386612459
5.66E+01	0.386582247
5.67E+01	0.386582247
5.67E+01	0.386551662
5.67E+01	0.386551662
5.67E+01	0.386551662
5.67E+01	0.38653512
5.67E+01	0.38653512
5.67E+01	0.38653512
5.67E+01	0.386502118
5.67E+01	0.386502118
5.67E+01	0.386470413
5.67E+01	0.386470413
5.68E+01	0.386470413
5.68E+01	0.38643227
5.68E+01	0.38643227
5.68E+01	0.386395729
5.68E+01	0.386395729
5.68E+01	0.386395729
5.68E+01	0.386380873
5.68E+01	0.386380873
5.68E+01	0.38635162
5.68E+01	0.38635162
5.69E+01	0.38635162
5.69E+01	0.386318357
5.69E+01	0.386318357
5.69E+01	0.386318357
5.69E+01	0.386294343
5.69E+01	0.386294343
5.69E+01	0.386269652
5.69E+01	0.386269652
5.69E+01	0.386269652
5.69E+01	0.38625125
5.69E+01	0.38625125
5.70E+01	0.386234592
5.70E+01	0.386234592
5.70E+01	0.386234592
5.70E+01	0.386203098
5.70E+01	0.386203098
5.70E+01	0.386171611
5.70E+01	0.386171611
5.70E+01	0.386171611
5.70E+01	0.386140434
5.70E+01	0.386140434
5.70E+01	0.386140434
5.71E+01	0.386107373
5.71E+01	0.386107373
5.71E+01	0.386071747
5.71E+01	0.386071747
5.71E+01	0.386071747
5.71E+01	0.386043844
5.71E+01	0.386043844
5.71E+01	0.38600506
5.71E+01	0.38600506
5.71E+01	0.38600506
5.72E+01	0.38597014
5.72E+01	0.38597014
5.72E+01	0.385949964
5.72E+01	0.385949964
5.72E+01	0.385949964
5.72E+01	0.385927146
5.72E+01	0.385927146
5.72E+01	0.385907504
5.72E+01	0.385907504
5.72E+01	0.385907504
5.72E+01	0.385879633
5.73E+01	0.385879633
5.73E+01	0.385879633
5.73E+01	0.385858412
5.73E+01	0.385858412
5.73E+01	0.385827983
5.73E+01	0.385827983
5.73E+01	0.385827983
5.73E+01	0.385795221
5.73E+01	0.385795221
5.73E+01	0.385774089
5.74E+01	0.385774089
5.74E+01	0.385774089
5.74E+01	0.385740207
5.74E+01	0.385740207
5.74E+01	0.38570905
5.74E+01	0.38570905
5.74E+01	0.38570905
5.74E+01	0.385688609
5.74E+01	0.385688609
5.74E+01	0.385688609
5.74E+01	0.385657463
5.75E+01	0.385657463
5.75E+01	0.385637029
5.75E+01	0.385637029
5.75E+01	0.385637029
5.75E+01	0.385599638
5.75E+01	0.385599638
5.75E+01	0.385566703
5.75E+01	0.385566703
5.75E+01	0.385566703
5.75E+01	0.385533173
5.76E+01	0.385533173
5.76E+01	0.385492646
5.76E+01	0.385492646
5.76E+01	0.385492646
5.76E+01	0.38547427
5.76E+01	0.38547427
5.76E+01	0.385452508
5.76E+01	0.385452508
5.76E+01	0.385452508
5.76E+01	0.385430297
5.76E+01	0.385430297
5.77E+01	0.385430297
5.77E+01	0.385397326
5.77E+01	0.385397326
5.77E+01	0.385366094
5.77E+01	0.385366094
5.77E+01	0.385366094
5.77E+01	0.385343596
5.77E+01	0.385343596
5.77E+01	0.385316964
5.77E+01	0.385316964
5.78E+01	0.385316964
5.78E+01	0.385293646
5.78E+01	0.385293646
5.78E+01	0.385271837
5.78E+01	0.385271837
5.78E+01	0.385271837
5.78E+01	0.38525379
5.78E+01	0.38525379
5.78E+01	0.38525379
5.78E+01	0.385230182
5.78E+01	0.385230182
5.79E+01	0.385195304
5.79E+01	0.385195304
5.79E+01	0.385195304
5.79E+01	0.385162238
5.79E+01	0.385162238
5.79E+01	0.385128503
5.79E+01	0.385128503
5.79E+01	0.385128503
5.79E+01	0.385099283
5.79E+01	0.385099283
5.79E+01	0.385069168
5.80E+01	0.385069168
5.80E+01	0.385069168
5.80E+01	0.385037708
5.80E+01	0.385037708
5.80E+01	0.385037708
5.80E+01	0.385017889
5.80E+01	0.385017889
5.80E+01	0.38497721
5.80E+01	0.38497721
5.80E+01	0.38497721
5.81E+01	0.384946671
5.81E+01	0.384946671
5.81E+01	0.384919814
5.81E+01	0.384919814
5.81E+01	0.384919814
5.81E+01	0.384914263
5.81E+01	0.384914263
5.81E+01	0.384896562
5.81E+01	0.384896562
5.81E+01	0.384896562
5.81E+01	0.384885538
5.82E+01	0.384885538
5.82E+01	0.384860792
5.82E+01	0.384860792
5.82E+01	0.384860792
5.82E+01	0.384822931
5.82E+01	0.384822931
5.82E+01	0.384822931
5.82E+01	0.384802993
5.82E+01	0.384802993
5.82E+01	0.384769719
5.83E+01	0.384769719
5.83E+01	0.384769719
5.83E+01	0.384739225
5.83E+01	0.384739225
5.83E+01	0.384712108
5.83E+01	0.384712108
5.83E+01	0.384712108
5.83E+01	0.384677433
5.83E+01	0.384677433
5.83E+01	0.384645311
5.83E+01	0.384645311
5.84E+01	0.384645311
5.84E+01	0.384619335
5.84E+01	0.384619335
5.84E+01	0.384619335
5.84E+01	0.384587976
5.84E+01	0.384587976
5.84E+01	0.384570465
5.84E+01	0.384570465
5.84E+01	0.384570465
5.84E+01	0.384540762
5.85E+01	0.384540762
5.85E+01	0.384508148
5.85E+01	0.384508148
5.85E+01	0.384508148
5.85E+01	0.384482721
5.85E+01	0.384482721
5.85E+01	0.384449597
5.85E+01	0.384449597
5.85E+01	0.384449597
5.85E+01	0.384419172
5.85E+01	0.384419172
5.86E+01	0.384393462
5.86E+01	0.384393462
5.86E+01	0.384393462
5.86E+01	0.384363871
5.86E+01	0.384363871
5.86E+01	0.384363871
5.86E+01	0.384327564
5.86E+01	0.384327564
5.86E+01	0.384303737
5.86E+01	0.384303737
5.87E+01	0.384303737
5.87E+01	0.384274389
5.87E+01	0.384274389
5.87E+01	0.384242957
5.87E+01	0.384242957
5.87E+01	0.384242957
5.87E+01	0.384216831
5.87E+01	0.384216831
5.87E+01	0.384175637
5.87E+01	0.384175637
5.87E+01	0.384175637
5.88E+01	0.384151761
5.88E+01	0.384151761
5.88E+01	0.384151761
5.88E+01	0.384123042
5.88E+01	0.384123042
5.88E+01	0.384092762
5.88E+01	0.384092762
5.88E+01	0.384092762
5.88E+01	0.38405645
5.88E+01	0.38405645
5.89E+01	0.384035651
5.89E+01	0.384035651
5.89E+01	0.384035651
5.89E+01	0.383993317
5.89E+01	0.383993317
5.89E+01	0.383970516
5.89E+01	0.383970516
5.89E+01	0.383970516
5.89E+01	0.383952635
5.89E+01	0.383952635
5.89E+01	0.383941312
5.90E+01	0.383941312
5.90E+01	0.383941312
5.90E+01	0.383912486
5.90E+01	0.383912486
5.90E+01	0.383912486
5.90E+01	0.383887315
5.90E+01	0.383887315
5.90E+01	0.383863712
5.90E+01	0.383863712
5.90E+01	0.383863712
5.90E+01	0.383849418
5.91E+01	0.383849418
5.91E+01	0.383815848
5.91E+01	0.383815848
5.91E+01	0.383815848
5.91E+01	0.383783179
5.91E+01	0.383783179
5.91E+01	0.38375513
5.91E+01	0.38375513
5.91E+01	0.38375513
5.91E+01	0.383733408
5.92E+01	0.383733408
5.92E+01	0.383733408
5.92E+01	0.383699568
5.92E+01	0.383699568
5.92E+01	0.383660533
5.92E+01	0.383660533
5.92E+01	0.383660533
5.92E+01	0.38363615
5.92E+01	0.38363615
5.92E+01	0.383608576
5.92E+01	0.383608576
5.93E+01	0.383608576
5.93E+01	0.38358019
5.93E+01	0.38358019
5.93E+01	0.383544679
5.93E+01	0.383544679
5.93E+01	0.383544679
5.93E+01	0.383516083
5.93E+01	0.383516083
5.93E+01	0.383516083
5.93E+01	0.383495215
5.94E+01	0.383495215
5.94E+01	0.383463883
5.94E+01	0.383463883
5.94E+01	0.383463883
5.94E+01	0.383440277
5.94E+01	0.383440277
5.94E+01	0.383411925
5.94E+01	0.383411925
5.94E+01	0.383411925
5.94E+01	0.383382763
5.94E+01	0.383382763
5.95E+01	0.383340551
5.95E+01	0.383340551
5.95E+01	0.383340551
5.95E+01	0.383314963
5.95E+01	0.383314963
5.95E+01	0.383297314
5.95E+01	0.383297314
5.95E+01	0.383297314
5.95E+01	0.383273217
5.95E+01	0.383273217
5.96E+01	0.383273217
5.96E+01	0.383236375
5.96E+01	0.383236375
5.96E+01	0.383206804
5.96E+01	0.383206804
5.96E+01	0.383206804
5.96E+01	0.383186427
5.96E+01	0.383186427
5.96E+01	0.383155534
5.96E+01	0.383155534
5.96E+01	0.383155534
5.97E+01	0.383131757
5.97E+01	0.383131757
5.97E+01	0.383105541
5.97E+01	0.383105541
5.97E+01	0.383105541
5.97E+01	0.383075258
5.97E+01	0.383075258
5.97E+01	0.383075258
5.97E+01	0.383048164
5.97E+01	0.383048164
5.98E+01	0.383015673
5.98E+01	0.383015673
5.98E+01	0.383015673
5.98E+01	0.382998654
5.98E+01	0.382998654
5.98E+01	0.382964917
5.98E+01	0.382964917
5.98E+01	0.382964917
5.98E+01	0.3829374
5.98E+01	0.3829374
5.98E+01	0.382902199
5.99E+01	0.382902199
5.99E+01	0.382902199
5.99E+01	0.382875952
5.99E+01	0.382875952
5.99E+01	0.382838179
5.99E+01	0.382838179
5.99E+01	0.382838179
5.99E+01	0.382815787
5.99E+01	0.382815787
5.99E+01	0.382815787
5.99E+01	0.382790073
6.00E+01	0.382790073
6.00E+01	0.382768353
6.00E+01	0.382768353
6.00E+01	0.382768353
6.00E+01	0.382741096
6.00E+01	0.382741096
6.00E+01	0.3827024
6.00E+01	0.3827024
6.00E+01	0.3827024
6.00E+01	0.382667258
6.01E+01	0.382667258
6.01E+01	0.382647993
6.01E+01	0.382647993
6.01E+01	0.382647993
6.01E+01	0.382623416
6.01E+01	0.382623416
6.01E+01	0.382623416
6.01E+01	0.382598771
6.01E+01	0.382598771
6.01E+01	0.382579515
6.01E+01	0.382579515
6.02E+01	0.382579515
6.02E+01	0.382551779
6.02E+01	0.382551779
6.02E+01	0.382522721
6.02E+01	0.382522721
6.02E+01	0.382522721
6.02E+01	0.382494112
6.02E+01	0.382494112
6.02E+01	0.382465656
6.02E+01	0.382465656
6.03E+01	0.382465656
6.03E+01	0.382442291
6.03E+01	0.382442291
6.03E+01	0.382442291
6.03E+01	0.382426962
6.03E+01	0.382426962
6.03E+01	0.382393805
6.03E+01	0.382393805
6.03E+01	0.382393805
6.03E+01	0.382361613
6.03E+01	0.382361613
6.04E+01	0.382328618
6.04E+01	0.382328618
6.04E+01	0.382328618
6.04E+01	0.382297177
6.04E+01	0.382297177
6.04E+01	0.382273104
6.04E+01	0.382273104
6.04E+01	0.382273104
6.04E+01	0.382227472
6.04E+01	0.382227472
6.05E+01	0.382194215
6.05E+01	0.382194215
6.05E+01	0.382194215
6.05E+01	0.38216604
6.05E+01	0.38216604
6.05E+01	0.38216604
6.05E+01	0.38213618
6.05E+01	0.38213618
6.05E+01	0.382109341
6.05E+01	0.382109341
6.05E+01	0.382109341
6.06E+01	0.382089637
6.06E+01	0.382089637
6.06E+01	0.382055163
6.06E+01	0.382055163
6.06E+01	0.382055163
6.06E+01	0.382026135
6.06E+01	0.382026135
6.06E+01	0.381996378
6.06E+01	0.381996378
6.06E+01	0.381996378
6.07E+01	0.381978894
6.07E+01	0.381978894
6.07E+01	0.381978894
6.07E+01	0.38194834
6.07E+01	0.38194834
6.07E+01	0.381923592
6.07E+01	0.381923592
6.07E+01	0.381923592
6.07E+01	0.38189048
6.07E+01	0.38189048
6.07E+01	0.381860239
6.08E+01	0.381860239
6.08E+01	0.381860239
6.08E+01	0.381837415
6.08E+01	0.381837415
6.08E+01	0.381806378
6.08E+01	0.381806378
6.08E+01	0.381806378
6.08E+01	0.38177124
6.08E+01	0.38177124
6.08E+01	0.381756351
6.08E+01	0.381756351
6.09E+01	0.381756351
6.09E+01	0.381722765
6.09E+01	0.381722765
6.09E+01	0.381722765
6.09E+01	0.38169212
6.09E+01	0.38169212
6.09E+01	0.381673575
6.09E+01	0.381673575
6.09E+01	0.381673575
6.09E+01	0.381652174
6.10E+01	0.381652174
6.10E+01	0.38163891
6.10E+01	0.38163891
6.10E+01	0.38163891
6.10E+01	0.381606378
6.10E+01	0.381606378
6.10E+01	0.381575685
6.10E+01	0.381575685
6.10E+01	0.381575685
6.10E+01	0.381547049
6.10E+01	0.381547049
6.11E+01	0.381547049
6.11E+01	0.381513367
6.11E+01	0.381513367
6.11E+01	0.381479181
6.11E+01	0.381479181
6.11E+01	0.381479181
6.11E+01	0.381451736
6.11E+01	0.381451736
6.11E+01	0.38142576
6.11E+01	0.38142576
6.12E+01	0.38142576
6.12E+01	0.38139518
6.12E+01	0.38139518
6.12E+01	0.381365557
6.12E+01	0.381365557
6.12E+01	0.381365557
6.12E+01	0.381330018
6.12E+01	0.381330018
6.12E+01	0.381330018
6.12E+01	0.381301432
6.12E+01	0.381301432
6.13E+01	0.38127848
6.13E+01	0.38127848
6.13E+01	0.38127848
6.13E+01	0.381248371
6.13E+01	0.381248371
6.13E+01	0.381226231
6.13E+01	0.381226231
6.13E+01	0.381226231
6.13E+01	0.381217829
6.13E+01	0.381217829
6.14E+01	0.381197375
6.14E+01	0.381197375
6.14E+01	0.381197375
6.14E+01	0.381182328
6.14E+01	0.381182328
6.14E+01	0.381145521
6.14E+01	0.381145521
6.14E+01	0.381145521
6.14E+01	0.381116097
6.14E+01	0.381116097
6.14E+01	0.381116097
6.15E+01	0.381082592
6.15E+01	0.381082592
6.15E+01	0.381055809
6.15E+01	0.381055809
6.15E+01	0.381055809
6.15E+01	0.381017795
6.15E+01	0.381017795
6.15E+01	0.380985772
6.15E+01	0.380985772
6.15E+01	0.380985772
6.16E+01	0.380968196
6.16E+01	0.380968196
6.16E+01	0.380934654
6.16E+01	0.380934654
6.16E+01	0.380934654
6.16E+01	0.380903671
6.16E+01	0.380903671
6.16E+01	0.380903671
6.16E+01	0.380874516
6.16E+01	0.380874516
6.16E+01	0.380850031
6.17E+01	0.380850031
6.17E+01	0.380850031
6.17E+01	0.380823511
6.17E+01	0.380823511
6.17E+01	0.380803843
6.17E+01	0.380803843
6.17E+01	0.380803843
6.17E+01	0.3807742
6.17E+01	0.3807742
6.17E+01	0.38074449
6.17E+01	0.38074449
6.18E+01	0.38074449
6.18E+01	0.380709545
6.18E+01	0.380709545
6.18E+01	0.380679049
6.18E+01	0.380679049
6.18E+01	0.380679049
6.18E+01	0.380661293
6.18E+01	0.380661293
6.18E+01	0.380661293
6.18E+01	0.380620768
6.19E+01	0.380620768
6.19E+01	0.380595964
6.19E+01	0.380595964
6.19E+01	0.380595964
6.19E+01	0.380569783
6.19E+01	0.380569783
6.19E+01	0.380550659
6.19E+01	0.380550659
6.19E+01	0.380550659
6.19E+01	0.380509439
6.19E+01	0.380509439
6.20E+01	0.380486472
6.20E+01	0.380486472
6.20E+01	0.380486472
6.20E+01	0.380456097
6.20E+01	0.380456097
6.20E+01	0.380456097
6.20E+01	0.380428416
6.20E+01	0.380428416
6.20E+01	0.380409384
6.20E+01	0.380409384
6.21E+01	0.380409384
6.21E+01	0.380386434
6.21E+01	0.380386434
6.21E+01	0.380356008
6.21E+01	0.380356008
6.21E+01	0.380356008
6.21E+01	0.380324209
6.21E+01	0.380324209
6.21E+01	0.380294523
6.21E+01	0.380294523
6.21E+01	0.380294523
6.22E+01	0.380260925
6.22E+01	0.380260925
6.22E+01	0.380260925
6.22E+01	0.380235024
6.22E+01	0.380235024
6.22E+01	0.380192955
6.22E+01	0.380192955
6.22E+01	0.380192955
6.22E+01	0.380164311
6.22E+01	0.380164311
6.23E+01	0.380135529
6.23E+01	0.380135529
6.23E+01	0.380135529
6.23E+01	0.380120741
6.23E+01	0.380120741
6.23E+01	0.380085156
6.23E+01	0.380085156
6.23E+01	0.380085156
6.23E+01	0.38005936
6.23E+01	0.38005936
6.23E+01	0.380025312
6.24E+01	0.380025312
6.24E+01	0.380025312
6.24E+01	0.379990909
6.24E+01	0.379990909
6.24E+01	0.379990909
6.24E+01	0.379971937
6.24E+01	0.379971937
6.24E+01	0.379951592
6.24E+01	0.379951592
6.24E+01	0.379951592
6.25E+01	0.379932191
6.25E+01	0.379932191
6.25E+01	0.37989593
6.25E+01	0.37989593
6.25E+01	0.37989593
6.25E+01	0.379861126
6.25E+01	0.379861126
6.25E+01	0.379833708
6.25E+01	0.379833708
6.25E+01	0.379833708
6.25E+01	0.379802897
6.26E+01	0.379802897
6.26E+01	0.379802897
6.26E+01	0.379775563
6.26E+01	0.379775563
6.26E+01	0.379752933
6.26E+01	0.379752933
6.26E+01	0.379752933
6.26E+01	0.379724452
6.26E+01	0.379724452
6.26E+01	0.379684416
6.26E+01	0.379684416
6.27E+01	0.379684416
6.27E+01	0.379667003
6.27E+01	0.379667003
6.27E+01	0.379639479
6.27E+01	0.379639479
6.27E+01	0.379639479
6.27E+01	0.3796038
6.27E+01	0.3796038
6.27E+01	0.379584447
6.27E+01	0.379584447
6.28E+01	0.379584447
6.28E+01	0.379569646
6.28E+01	0.379569646
6.28E+01	0.379569646
6.28E+01	0.37956026
6.28E+01	0.37956026
6.28E+01	0.379525395
6.28E+01	0.379525395
6.28E+01	0.379525395
6.28E+01	0.37951125
6.28E+01	0.37951125
6.29E+01	0.379469399
6.29E+01	0.379469399
6.29E+01	0.379469399
6.29E+01	0.379441986
6.29E+01	0.379441986
6.29E+01	0.379410684
6.29E+01	0.379410684
6.29E+01	0.379410684
6.29E+01	0.379378525
6.29E+01	0.379378525
6.30E+01	0.379378525
6.30E+01	0.379343921
6.30E+01	0.379343921
6.30E+01	0.379315452
6.30E+01	0.379315452
6.30E+01	0.379315452
6.30E+01	0.3792849
6.30E+01	0.3792849
6.30E+01	0.379266168
6.30E+01	0.379266168
6.30E+01	0.379266168
6.31E+01	0.379247439
6.31E+01	0.379247439
6.31E+01	0.379216325
6.31E+01	0.379216325
6.31E+01	0.379216325
6.31E+01	0.379180394
6.31E+01	0.379180394
6.31E+01	0.379142169
6.31E+01	0.379142169
6.31E+01	0.379142169
6.32E+01	0.379118707
6.32E+01	0.379118707
6.32E+01	0.379118707
6.32E+01	0.379089277
6.32E+01	0.379089277
6.32E+01	0.379061436
6.32E+01	0.379061436
6.32E+01	0.379061436
6.32E+01	0.37903209
6.32E+01	0.37903209
6.32E+01	0.37901447
6.33E+01	0.37901447
6.33E+01	0.37901447
6.33E+01	0.379000592
6.33E+01	0.379000592
6.33E+01	0.378968671
6.33E+01	0.378968671
6.33E+01	0.378968671
6.33E+01	0.378938339
6.33E+01	0.378938339
6.33E+01	0.378938339
6.34E+01	0.378899318
6.34E+01	0.378899318
6.34E+01	0.378875179
6.34E+01	0.378875179
6.34E+01	0.378875179
6.34E+01	0.3788509
6.34E+01	0.3788509
6.34E+01	0.37882088
6.34E+01	0.37882088
6.34E+01	0.37882088
6.34E+01	0.378790005
6.35E+01	0.378790005
6.35E+01	0.37875684
6.35E+01	0.37875684
6.35E+01	0.37875684
6.35E+01	0.378724545
6.35E+01	0.378724545
6.35E+01	0.378724545
6.35E+01	0.378685513
6.35E+01	0.378685513
6.35E+01	0.378653879
6.35E+01	0.378653879
6.36E+01	0.378653879
6.36E+01	0.37862842
6.36E+01	0.37862842
6.36E+01	0.378607625
6.36E+01	0.378607625
6.36E+01	0.378607625
6.36E+01	0.378572282
6.36E+01	0.378572282
6.36E+01	0.378547554
6.36E+01	0.378547554
6.37E+01	0.378547554
6.37E+01	0.378512513
6.37E+01	0.378512513
6.37E+01	0.378500333
6.37E+01	0.378500333
6.37E+01	0.378500333
6.37E+01	0.378474686
6.37E+01	0.378474686
6.37E+01	0.378474686
6.37E+01	0.378450979
6.37E+01	0.378450979
6.38E+01	0.378418682
6.38E+01	0.378418682
6.38E+01	0.378418682
6.38E+01	0.378381025
6.38E+01	0.378381025
6.38E+01	0.378344594
6.38E+01	0.378344594
6.38E+01	0.378344594
6.38E+01	0.378319764
6.38E+01	0.378319764
6.39E+01	0.378287212
6.39E+01	0.378287212
6.39E+01	0.378287212
6.39E+01	0.378264752
6.39E+01	0.378264752
6.39E+01	0.378264752
6.39E+01	0.378239078
6.39E+01	0.378239078
6.39E+01	0.378204758
6.39E+01	0.378204758
6.39E+01	0.378204758
6.40E+01	0.378180596
6.40E+01	0.378180596
6.40E+01	0.378147291
6.40E+01	0.378147291
6.40E+01	0.378147291
6.40E+01	0.378128641
6.40E+01	0.378128641
6.40E+01	0.378096491
6.40E+01	0.378096491
6.40E+01	0.378096491
6.41E+01	0.378068063
6.41E+01	0.378068063
6.41E+01	0.37803657
6.41E+01	0.37803657
6.41E+01	0.37803657
6.41E+01	0.378002728
6.41E+01	0.378002728
6.41E+01	0.378002728
6.41E+01	0.377979315
6.41E+01	0.377979315
6.41E+01	0.377947771
6.42E+01	0.377947771
6.42E+01	0.377947771
6.42E+01	0.377917233
6.42E+01	0.377917233
6.42E+01	0.377887628
6.42E+01	0.377887628
6.42E+01	0.377887628
6.42E+01	0.377870154
6.42E+01	0.377870154
6.42E+01	0.377838778
6.43E+01	0.377838778
6.43E+01	0.377838778
6.43E+01	0.377812184
6.43E+01	0.377812184
6.43E+01	0.377812184
6.43E+01	0.377772624
6.43E+01	0.377772624
6.43E+01	0.377739631
6.43E+01	0.377739631
6.43E+01	0.377739631
