PV	Sw
3.42E+00	0.513983997
3.43E+00	0.51292647
3.44E+00	0.51292647
3.45E+00	0.51292647
3.45E+00	0.511869857
3.46E+00	0.511869857
3.47E+00	0.510882547
3.48E+00	0.510882547
3.49E+00	0.510882547
3.50E+00	0.509902614
3.51E+00	0.509902614
3.52E+00	0.508966881
3.53E+00	0.508966881
3.54E+00	0.508966881
3.55E+00	0.508059408
3.56E+00	0.508059408
3.57E+00	0.508059408
3.58E+00	0.507200648
3.59E+00	0.507200648
3.60E+00	0.506314307
3.61E+00	0.506314307
3.62E+00	0.506314307
3.63E+00	0.505484648
3.63E+00	0.505484648
3.64E+00	0.504717886
3.65E+00	0.504717886
3.66E+00	0.504717886
3.67E+00	0.503943
3.68E+00	0.503943
3.69E+00	0.503208726
3.70E+00	0.503208726
3.71E+00	0.503208726
3.72E+00	0.502410248
3.73E+00	0.502410248
3.74E+00	0.502410248
3.75E+00	0.501713092
3.76E+00	0.501713092
3.77E+00	0.501024807
3.78E+00	0.501024807
3.79E+00	0.501024807
3.80E+00	0.500376032
3.80E+00	0.500376032
3.81E+00	0.499714809
3.82E+00	0.499714809
3.83E+00	0.499714809
3.84E+00	0.499089574
3.85E+00	0.499089574
3.86E+00	0.49848835
3.87E+00	0.49848835
3.88E+00	0.49848835
3.89E+00	0.497913498
3.90E+00	0.497913498
3.91E+00	0.497913498
3.92E+00	0.497323017
3.93E+00	0.497323017
3.94E+00	0.496784717
3.95E+00	0.496784717
3.96E+00	0.496784717
3.97E+00	0.496267195
3.98E+00	0.496267195
3.98E+00	0.495713242
3.99E+00	0.495713242
4.00E+00	0.495713242
4.01E+00	0.495169847
4.02E+00	0.495169847
4.03E+00	0.494595799
4.04E+00	0.494595799
4.05E+00	0.494595799
4.06E+00	0.494095145
4.07E+00	0.494095145
4.08E+00	0.493582808
4.09E+00	0.493582808
4.10E+00	0.493582808
4.11E+00	0.49314178
4.12E+00	0.49314178
4.13E+00	0.49314178
4.14E+00	0.492678466
4.15E+00	0.492678466
4.16E+00	0.492225209
4.16E+00	0.492225209
4.17E+00	0.492225209
4.18E+00	0.491740287
4.19E+00	0.491740287
4.20E+00	0.491306732
4.21E+00	0.491306732
4.22E+00	0.491306732
4.23E+00	0.490837191
4.24E+00	0.490837191
4.25E+00	0.490415474
4.26E+00	0.490415474
4.27E+00	0.490415474
4.28E+00	0.489983685
4.29E+00	0.489983685
4.30E+00	0.489983685
4.31E+00	0.48955033
4.32E+00	0.48955033
4.33E+00	0.489186046
4.34E+00	0.489186046
4.34E+00	0.489186046
4.35E+00	0.488789223
4.36E+00	0.488789223
4.37E+00	0.488346801
4.38E+00	0.488346801
4.39E+00	0.488346801
4.40E+00	0.487974328
4.41E+00	0.487974328
4.42E+00	0.487596027
4.43E+00	0.487596027
4.44E+00	0.487596027
4.45E+00	0.487245791
4.46E+00	0.487245791
4.47E+00	0.486905127
4.48E+00	0.486905127
4.49E+00	0.486905127
4.50E+00	0.486560263
4.51E+00	0.486560263
4.52E+00	0.486560263
4.52E+00	0.48621265
4.53E+00	0.48621265
4.54E+00	0.485839536
4.55E+00	0.485839536
4.56E+00	0.485839536
4.57E+00	0.48551522
4.58E+00	0.48551522
4.59E+00	0.485250354
4.60E+00	0.485250354
4.61E+00	0.485250354
4.62E+00	0.48495091
4.63E+00	0.48495091
4.64E+00	0.484634874
4.65E+00	0.484634874
4.66E+00	0.484634874
4.67E+00	0.484261007
4.68E+00	0.484261007
4.69E+00	0.484261007
4.70E+00	0.483982678
4.70E+00	0.483982678
4.71E+00	0.48368005
4.72E+00	0.48368005
4.73E+00	0.48368005
4.74E+00	0.483391978
4.75E+00	0.483391978
4.76E+00	0.483132263
4.77E+00	0.483132263
4.78E+00	0.483132263
4.79E+00	0.482850828
4.80E+00	0.482850828
4.81E+00	0.482555319
4.82E+00	0.482555319
4.83E+00	0.482555319
4.84E+00	0.482276904
4.85E+00	0.482276904
4.86E+00	0.482276904
4.87E+00	0.482039868
4.88E+00	0.482039868
4.88E+00	0.481747119
4.89E+00	0.481747119
4.90E+00	0.481747119
4.91E+00	0.481493866
4.92E+00	0.481493866
4.93E+00	0.481243614
4.94E+00	0.481243614
4.95E+00	0.481243614
4.96E+00	0.480983755
4.97E+00	0.480983755
4.98E+00	0.480739626
4.99E+00	0.480739626
5.00E+00	0.480739626
5.01E+00	0.480511299
5.02E+00	0.480511299
5.03E+00	0.480311534
5.04E+00	0.480311534
5.05E+00	0.480311534
5.06E+00	0.480065179
5.06E+00	0.480065179
5.07E+00	0.480065179
5.08E+00	0.479845712
5.09E+00	0.479845712
5.10E+00	0.479600978
5.11E+00	0.479600978
5.12E+00	0.479600978
5.13E+00	0.479361252
5.14E+00	0.479361252
5.15E+00	0.479145274
5.16E+00	0.479145274
5.17E+00	0.479145274
5.18E+00	0.478933258
5.19E+00	0.478933258
5.20E+00	0.478684755
5.21E+00	0.478684755
5.22E+00	0.478684755
5.23E+00	0.478475075
5.24E+00	0.478475075
5.24E+00	0.478475075
5.25E+00	0.478228318
5.26E+00	0.478228318
5.27E+00	0.478054299
5.28E+00	0.478054299
5.29E+00	0.478054299
5.30E+00	0.477894189
5.31E+00	0.477894189
5.32E+00	0.477660886
5.33E+00	0.477660886
5.34E+00	0.477660886
5.35E+00	0.477452036
5.36E+00	0.477452036
5.37E+00	0.477290721
5.38E+00	0.477290721
5.39E+00	0.477290721
5.40E+00	0.477128202
5.41E+00	0.477128202
5.42E+00	0.477128202
5.43E+00	0.476917562
5.43E+00	0.476917562
5.44E+00	0.476723384
5.45E+00	0.476723384
5.46E+00	0.476723384
5.47E+00	0.476537788
5.48E+00	0.476537788
5.49E+00	0.476320187
5.50E+00	0.476320187
5.51E+00	0.476320187
5.52E+00	0.476142697
5.53E+00	0.476142697
5.54E+00	0.475939978
5.55E+00	0.475939978
5.56E+00	0.475939978
5.57E+00	0.47575885
5.58E+00	0.47575885
5.59E+00	0.475583949
5.60E+00	0.475583949
5.61E+00	0.475583949
5.61E+00	0.475412844
5.62E+00	0.475412844
5.63E+00	0.475412844
5.64E+00	0.475251015
5.65E+00	0.475251015
5.66E+00	0.475111412
5.67E+00	0.475111412
5.68E+00	0.475111412
5.69E+00	0.474959891
5.70E+00	0.474959891
5.71E+00	0.474807435
5.72E+00	0.474807435
5.73E+00	0.474807435
5.74E+00	0.474624827
5.75E+00	0.474624827
5.76E+00	0.474460139
5.77E+00	0.474460139
5.78E+00	0.474460139
5.79E+00	0.474292679
5.79E+00	0.474292679
5.80E+00	0.474292679
5.81E+00	0.474148796
5.82E+00	0.474148796
5.83E+00	0.474005167
5.84E+00	0.474005167
5.85E+00	0.474005167
5.86E+00	0.473887694
5.87E+00	0.473887694
5.88E+00	0.473707653
5.89E+00	0.473707653
5.90E+00	0.473707653
5.91E+00	0.473530055
5.92E+00	0.473530055
5.93E+00	0.473361381
5.94E+00	0.473361381
5.95E+00	0.473361381
5.96E+00	0.473255068
5.97E+00	0.473255068
5.97E+00	0.473078864
5.98E+00	0.473078864
5.99E+00	0.473078864
6.00E+00	0.472961495
6.01E+00	0.472961495
6.02E+00	0.472961495
6.03E+00	0.472837209
6.04E+00	0.472837209
6.05E+00	0.472690321
6.06E+00	0.472690321
6.07E+00	0.472690321
6.08E+00	0.47258416
6.09E+00	0.47258416
6.10E+00	0.472456591
6.11E+00	0.472456591
6.12E+00	0.472456591
6.13E+00	0.472302527
6.14E+00	0.472302527
6.15E+00	0.472161358
6.15E+00	0.472161358
6.16E+00	0.472161358
6.17E+00	0.472012684
6.18E+00	0.472012684
6.19E+00	0.472012684
6.20E+00	0.471902873
6.21E+00	0.471902873
6.22E+00	0.47174629
6.23E+00	0.47174629
6.24E+00	0.47174629
6.25E+00	0.471633109
6.26E+00	0.471633109
6.27E+00	0.471516335
6.28E+00	0.471516335
6.29E+00	0.471516335
6.30E+00	0.471361415
6.31E+00	0.471361415
6.32E+00	0.471233186
6.33E+00	0.471233186
6.33E+00	0.471233186
6.34E+00	0.471137338
6.35E+00	0.471137338
6.36E+00	0.471014632
6.37E+00	0.471014632
6.38E+00	0.471014632
6.39E+00	0.470908724
6.40E+00	0.470908724
6.41E+00	0.470908724
6.42E+00	0.470817104
6.43E+00	0.470817104
6.44E+00	0.470720968
6.45E+00	0.470720968
6.46E+00	0.470720968
6.47E+00	0.47062619
6.48E+00	0.47062619
6.49E+00	0.470537456
6.50E+00	0.470537456
6.50E+00	0.470537456
6.51E+00	0.470394876
6.52E+00	0.470394876
6.53E+00	0.470272964
6.54E+00	0.470272964
6.55E+00	0.470272964
6.56E+00	0.470166086
6.57E+00	0.470166086
6.58E+00	0.470166086
6.59E+00	0.470060444
6.60E+00	0.470060444
6.61E+00	0.469969538
6.62E+00	0.469969538
6.63E+00	0.469969538
6.64E+00	0.469837681
6.65E+00	0.469837681
6.66E+00	0.469721741
6.67E+00	0.469721741
6.68E+00	0.469721741
6.68E+00	0.469579584
6.69E+00	0.469579584
6.70E+00	0.469487769
6.71E+00	0.469487769
6.72E+00	0.469487769
6.73E+00	0.469369351
6.74E+00	0.469369351
6.75E+00	0.469369351
6.76E+00	0.469278296
6.77E+00	0.469278296
6.78E+00	0.469188583
6.79E+00	0.469188583
6.80E+00	0.469188583
6.81E+00	0.469048549
6.82E+00	0.469048549
6.83E+00	0.468931211
6.84E+00	0.468931211
6.85E+00	0.468931211
6.86E+00	0.468826591
6.86E+00	0.468826591
6.87E+00	0.468682474
6.88E+00	0.468682474
6.89E+00	0.468682474
6.90E+00	0.468596552
6.91E+00	0.468596552
6.92E+00	0.468479268
6.93E+00	0.468479268
6.94E+00	0.468479268
6.95E+00	0.468365024
6.96E+00	0.468365024
6.97E+00	0.468365024
6.98E+00	0.468269622
6.99E+00	0.468269622
7.00E+00	0.468148325
7.01E+00	0.468148325
7.02E+00	0.468148325
7.03E+00	0.46804162
7.04E+00	0.46804162
7.04E+00	0.467941396
7.05E+00	0.467941396
7.06E+00	0.467941396
7.07E+00	0.467834308
7.08E+00	0.467834308
7.09E+00	0.467744586
7.10E+00	0.467744586
7.11E+00	0.467744586
7.12E+00	0.467653887
7.13E+00	0.467653887
7.14E+00	0.467653887
7.15E+00	0.467555044
7.16E+00	0.467555044
7.17E+00	0.467445769
7.18E+00	0.467445769
7.19E+00	0.467445769
7.20E+00	0.467327873
7.21E+00	0.467327873
7.22E+00	0.467221172
7.22E+00	0.467221172
7.23E+00	0.467221172
7.24E+00	0.467061056
7.25E+00	0.467061056
7.26E+00	0.466977993
7.27E+00	0.466977993
7.28E+00	0.466977993
7.29E+00	0.466864756
7.30E+00	0.466864756
7.31E+00	0.466751595
7.32E+00	0.466751595
7.33E+00	0.466751595
7.34E+00	0.466642329
7.35E+00	0.466642329
7.36E+00	0.466642329
7.37E+00	0.466547383
7.38E+00	0.466547383
7.39E+00	0.466400743
7.40E+00	0.466400743
7.40E+00	0.466400743
7.41E+00	0.466316097
7.42E+00	0.466316097
7.43E+00	0.466171816
7.44E+00	0.466171816
7.45E+00	0.466171816
7.46E+00	0.466079926
7.47E+00	0.466079926
7.48E+00	0.465983393
7.49E+00	0.465983393
7.50E+00	0.465983393
7.51E+00	0.465871328
7.52E+00	0.465871328
7.53E+00	0.465871328
7.54E+00	0.465763643
7.55E+00	0.465763643
7.56E+00	0.465652862
7.57E+00	0.465652862
7.58E+00	0.465652862
7.58E+00	0.465530898
7.59E+00	0.465530898
7.60E+00	0.465437207
7.61E+00	0.465437207
7.62E+00	0.465437207
7.63E+00	0.465310599
7.64E+00	0.465310599
7.65E+00	0.465200116
7.66E+00	0.465200116
7.67E+00	0.465200116
7.68E+00	0.465065361
7.69E+00	0.465065361
7.70E+00	0.464969912
7.71E+00	0.464969912
7.72E+00	0.464969912
7.73E+00	0.464864943
7.74E+00	0.464864943
7.75E+00	0.464864943
7.76E+00	0.464744428
7.76E+00	0.464744428
7.77E+00	0.464626768
7.78E+00	0.464626768
7.79E+00	0.464626768
7.80E+00	0.464513463
7.81E+00	0.464513463
7.82E+00	0.464402496
7.83E+00	0.464402496
7.84E+00	0.464402496
7.85E+00	0.464251558
7.86E+00	0.464251558
7.87E+00	0.464133113
7.88E+00	0.464133113
7.89E+00	0.464133113
7.90E+00	0.464020391
7.91E+00	0.464020391
7.92E+00	0.464020391
7.93E+00	0.463922526
7.94E+00	0.463922526
7.94E+00	0.46380619
7.95E+00	0.46380619
7.96E+00	0.46380619
7.97E+00	0.463646281
7.98E+00	0.463646281
7.99E+00	0.463546634
8.00E+00	0.463546634
8.01E+00	0.463546634
8.02E+00	0.463444298
8.03E+00	0.463444298
8.04E+00	0.463311441
8.05E+00	0.463311441
8.06E+00	0.463311441
8.07E+00	0.463185799
8.08E+00	0.463185799
8.09E+00	0.463185799
8.10E+00	0.463061372
8.11E+00	0.463061372
8.12E+00	0.462917611
8.12E+00	0.462917611
8.13E+00	0.462917611
8.14E+00	0.462794627
8.15E+00	0.462794627
8.16E+00	0.462679069
8.17E+00	0.462679069
8.18E+00	0.462679069
8.19E+00	0.462548557
8.20E+00	0.462548557
8.21E+00	0.462422863
8.22E+00	0.462422863
8.23E+00	0.462422863
8.24E+00	0.46230049
8.25E+00	0.46230049
8.26E+00	0.462153041
8.27E+00	0.462153041
8.28E+00	0.462153041
8.29E+00	0.462021946
8.30E+00	0.462021946
8.30E+00	0.462021946
8.31E+00	0.461910015
8.32E+00	0.461910015
8.33E+00	0.461873876
8.34E+00	0.461873876
8.35E+00	0.461873876
8.36E+00	0.461729646
8.37E+00	0.461729646
8.38E+00	0.461563799
8.39E+00	0.461563799
8.40E+00	0.461563799
8.41E+00	0.461429586
8.42E+00	0.461429586
8.43E+00	0.461318913
8.44E+00	0.461318913
8.45E+00	0.461318913
8.46E+00	0.461199809
8.47E+00	0.461199809
8.48E+00	0.461199809
8.48E+00	0.461053573
8.49E+00	0.461053573
8.50E+00	0.460935519
8.51E+00	0.460935519
8.52E+00	0.460935519
8.53E+00	0.460831076
8.54E+00	0.460831076
8.55E+00	0.460676438
8.56E+00	0.460676438
8.57E+00	0.460676438
8.58E+00	0.46055951
8.59E+00	0.46055951
8.60E+00	0.460464873
8.61E+00	0.460464873
8.62E+00	0.460464873
8.63E+00	0.460346989
8.64E+00	0.460346989
8.65E+00	0.460226493
8.66E+00	0.460226493
8.66E+00	0.460226493
8.67E+00	0.460102656
8.68E+00	0.460102656
8.69E+00	0.460102656
8.70E+00	0.459990901
8.71E+00	0.459990901
8.72E+00	0.459862103
8.73E+00	0.459862103
8.74E+00	0.459862103
8.75E+00	0.45972754
8.76E+00	0.45972754
8.77E+00	0.459605049
8.78E+00	0.459605049
8.79E+00	0.459605049
8.80E+00	0.459472401
8.81E+00	0.459472401
8.82E+00	0.45936509
8.83E+00	0.45936509
8.83E+00	0.45936509
8.84E+00	0.459242013
8.85E+00	0.459242013
8.86E+00	0.459242013
8.87E+00	0.459112331
8.88E+00	0.459112331
8.89E+00	0.458985305
8.90E+00	0.458985305
8.91E+00	0.458985305
8.92E+00	0.458859956
8.93E+00	0.458859956
8.94E+00	0.458764943
8.95E+00	0.458764943
8.96E+00	0.458764943
8.97E+00	0.458660152
8.98E+00	0.458660152
8.99E+00	0.458549361
9.00E+00	0.458549361
9.01E+00	0.458549361
9.01E+00	0.458423491
9.02E+00	0.458423491
9.03E+00	0.458423491
9.04E+00	0.4583469
9.05E+00	0.4583469
9.06E+00	0.458219609
9.07E+00	0.458219609
9.08E+00	0.458219609
9.09E+00	0.458112015
9.10E+00	0.458112015
9.11E+00	0.457963508
9.12E+00	0.457963508
9.13E+00	0.457963508
9.14E+00	0.457862241
9.15E+00	0.457862241
9.16E+00	0.457775524
9.17E+00	0.457775524
9.18E+00	0.457775524
9.19E+00	0.457642035
9.19E+00	0.457642035
9.20E+00	0.457541687
9.21E+00	0.457541687
9.22E+00	0.457541687
9.23E+00	0.457418145
9.24E+00	0.457418145
9.25E+00	0.457418145
9.26E+00	0.457256052
9.27E+00	0.457256052
9.28E+00	0.457163637
9.29E+00	0.457163637
9.30E+00	0.457163637
9.31E+00	0.45706454
9.32E+00	0.45706454
9.33E+00	0.456961897
9.34E+00	0.456961897
9.35E+00	0.456961897
9.36E+00	0.456874329
9.37E+00	0.456874329
9.37E+00	0.456744923
9.38E+00	0.456744923
9.39E+00	0.456744923
9.40E+00	0.456623532
9.41E+00	0.456623532
9.42E+00	0.456623532
9.43E+00	0.456529551
9.44E+00	0.456529551
9.45E+00	0.456407719
9.46E+00	0.456407719
9.47E+00	0.456407719
9.48E+00	0.45632164
9.49E+00	0.45632164
9.50E+00	0.456211324
9.51E+00	0.456211324
9.52E+00	0.456211324
9.53E+00	0.456117338
9.54E+00	0.456117338
9.55E+00	0.456029498
9.55E+00	0.456029498
9.56E+00	0.456029498
9.57E+00	0.455937406
9.58E+00	0.455937406
9.59E+00	0.455827942
9.60E+00	0.455827942
9.61E+00	0.455827942
9.62E+00	0.455715331
9.63E+00	0.455715331
9.64E+00	0.455715331
9.65E+00	0.455600055
9.66E+00	0.455600055
9.67E+00	0.455490814
9.68E+00	0.455490814
9.69E+00	0.455490814
9.70E+00	0.455385811
9.71E+00	0.455385811
9.72E+00	0.455298478
9.73E+00	0.455298478
9.73E+00	0.455298478
9.74E+00	0.455196926
9.75E+00	0.455196926
9.76E+00	0.455096861
9.77E+00	0.455096861
9.78E+00	0.455096861
9.79E+00	0.454986766
9.80E+00	0.454986766
9.81E+00	0.454986766
9.82E+00	0.454925277
9.83E+00	0.454925277
9.84E+00	0.45483024
9.85E+00	0.45483024
9.86E+00	0.45483024
9.87E+00	0.454747587
9.88E+00	0.454747587
9.89E+00	0.454666042
9.90E+00	0.454666042
9.91E+00	0.454666042
9.91E+00	0.454569023
9.92E+00	0.454569023
9.93E+00	0.454470167
9.94E+00	0.454470167
9.95E+00	0.454470167
9.96E+00	0.454394911
9.97E+00	0.454394911
9.98E+00	0.454394911
9.99E+00	0.454309756
1.00E+01	0.454309756
1.00E+01	0.454207156
1.00E+01	0.454207156
1.00E+01	0.454207156
1.00E+01	0.454130603
1.00E+01	0.454130603
1.01E+01	0.454016075
1.01E+01	0.454016075
1.01E+01	0.454016075
1.01E+01	0.453915663
1.01E+01	0.453915663
1.01E+01	0.453814369
1.01E+01	0.453814369
1.01E+01	0.453814369
1.01E+01	0.453749663
1.01E+01	0.453749663
1.02E+01	0.453639403
1.02E+01	0.453639403
1.02E+01	0.453639403
1.02E+01	0.453528629
1.02E+01	0.453528629
1.02E+01	0.453528629
1.02E+01	0.453457448
1.02E+01	0.453457448
1.02E+01	0.453369015
