Bandera Gray		Buffalo Berea		Gray Berea		
PV	Amplitude, Pa	PV	Amplitude, Pa	PV	Amplitude, Pa	
42.7009184	0.318087231	32.60268243	0.238580705	68.71266763	0.395530962	
42.9930792	0.318111354	32.84550795	0.238174447	69.10336921	0.393968053	
43.28519792	0.3183972	33.08832753	0.237650219	69.493973	0.392510027	
43.57727939	0.31804591	33.3311318	0.237394733	69.88453494	0.391742569	
43.86932462	0.318107967	33.57393429	0.237125892	70.27498751	0.391549734	
44.16131668	0.317936553	33.81672488	0.237183588	70.66532978	0.39103893	
44.45327079	0.317899613	34.0595112	0.237050129	71.05562749	0.390909049	
44.74517809	0.317828896	34.30230264	0.236671641	71.44580845	0.389832753	
45.03704737	0.317351385	34.54506704	0.23670706	71.83592413	0.388606604	
45.32886335	0.317364072	34.78784776	0.236827019	72.22595887	0.389004441	
45.62066012	0.317085301	35.03061433	0.236566868	72.61589076	0.38811422	
45.91239082	0.31715734	35.27337448	0.236494714	73.00578697	0.387723825	
46.20409581	0.317132141	35.51612826	0.236044033	73.39556351	0.387406669	
46.49575885	0.317072434	35.75888141	0.235567803	73.78527939	0.386895899	
46.78737801	0.31681282	36.0016229	0.235440344	74.17494266	0.386451598	
47.078962	0.316684472	36.24436781	0.235228552	74.56451066	0.385884879	
47.37051179	0.316527161	36.48710173	0.234998388	74.95397754	0.385271501	
47.66201948	0.316824944	36.72982918	0.235218428	75.3433903	0.384950862	
47.95347564	0.316461068	36.97255842	0.23530858	75.73271682	0.384726343	
48.24490588	0.316582505	37.21527779	0.234893834	76.12196432	0.384624086	
48.53630642	0.316071522	37.45798445	0.23490832	76.51116253	0.383917433	
48.82766185	0.31583913	37.70070172	0.23445238	76.90028739	0.383427071	
49.11898236	0.316150159	37.94339599	0.234154642	77.28931867	0.382981548	
49.41026012	0.316437563	38.18609804	0.233609623	77.67827927	0.382428346	
49.70149935	0.316186865	38.4287825	0.233288193	78.06716948	0.381588886	
49.99271589	0.316052465	38.67147524	0.233117858	78.45598971	0.381498017	
50.28386082	0.315605197	38.91414371	0.232597305	78.84473286	0.380782383	
50.57500157	0.31547493	39.15682532	0.232211577	79.23339876	0.380172601	
50.86613124	0.315399269	39.39949825	0.232078236	79.622015	0.380005733	
51.15720697	0.3151021	39.64215495	0.231497825	80.01055269	0.380096981	
51.44825596	0.315048342	39.8848102	0.2313511	80.39904687	0.380539247	
51.73926978	0.314830092	40.12746366	0.231172088	80.78743987	0.380869882	
52.03024088	0.31489733	40.37011715	0.230510194	81.17576847	0.380852106	
52.32119459	0.314872211	40.61276104	0.229764102	81.56405575	0.380262977	
52.61210002	0.314565718	40.85540125	0.229241499	81.95225924	0.379725124	
52.90297537	0.314724286	41.09805032	0.229128169	82.34039028	0.37926003	
53.19381207	0.314650617	41.3406805	0.229239153	82.72845949	0.378257484	
53.4846323	0.314781788	41.58330486	0.229055366	83.11648051	0.377730371	
53.77541664	0.314455119	41.82592771	0.228659939	83.50440839	0.377817336	
54.06616963	0.314437501	42.06854011	0.228503785	83.89228438	0.377293441	
54.35689837	0.314278975	42.31115181	0.228190293	84.28012186	0.376732074	
54.64759218	0.313760981	42.55376217	0.227942121	84.66785782	0.376126967	
54.93825684	0.313420072	42.79635572	0.227934283	85.05555116	0.375950193	
55.22887994	0.313055045	43.03895394	0.227737277	85.44317352	0.375624801	
55.51949811	0.312790228	43.28154256	0.227298563	85.83075544	0.375103317	
55.81007954	0.312486777	43.52412878	0.226862114	86.21827699	0.374184525	
56.10061334	0.312376418	43.76671464	0.226628045	86.60573457	0.373043392	
56.39112852	0.312215155	44.00928707	0.226571589	86.99314458	0.372304664	
56.68160815	0.31231044	44.25184248	0.226591423	87.38048772	0.371539793	
56.9720758	0.311722633	44.49441348	0.226359983	87.76777863	0.37097561	
57.26248905	0.311555033	44.73697508	0.226212325	88.15498897	0.369858202	
57.55289886	0.31122491	44.97953026	0.226109434	88.5421397	0.36889468	
57.84326042	0.3110636	45.22208912	0.225904904	88.92926434	0.367741188	
58.13360206	0.310964662	45.46464116	0.226126615	89.31630421	0.366979504	
58.42391878	0.31084424	45.70717565	0.226469113	89.70330454	0.365719509	
58.71420707	0.310685222	45.94971598	0.226321876	90.09023042	0.364029312	
59.00447592	0.310218465	46.19225215	0.226164315	90.47709759	0.362958311	
59.29470742	0.310037938	46.43478108	0.22579996	90.8639107	0.36194793	
59.58490125	0.310073855	46.677296	0.225970507	91.25067024	0.361391497	
59.87507734	0.310025529	46.91981896	0.226087899	91.63738516	0.360453607	
60.16522252	0.310083452	47.1623451	0.225927248	92.024052	0.35921781	
60.45534421	0.310109014	47.40484058	0.225941659	92.4106212	0.358487325	
60.74543966	0.309945806	47.64735402	0.225444458	92.79716558	0.357870608	
61.03550981	0.309673068	47.88985467	0.225412517	93.18364814	0.3568534	
61.32554955	0.309067993	48.13235714	0.225483513	93.57007334	0.356410863	
61.61557662	0.308648293	48.37486586	0.225266393	93.95643021	0.355801777	
61.90558579	0.308445197	48.61735764	0.224987512	94.3427493	0.355242276	
62.19554635	0.307963168	48.8598496	0.224806876	94.72902078	0.354749538	
62.48548975	0.307388791	49.10233091	0.224327615	95.11524072	0.35373673	
62.77541782	0.307307259	49.34482364	0.223818774	95.50138301	0.352560445	
63.06531214	0.306882414	49.58729889	0.223414948	95.88746198	0.351658742	
63.35518957	0.307047443	49.82976304	0.22258321	96.27351195	0.351051936	
63.64503667	0.307240062	50.07223579	0.222224321	96.65950375	0.35007321	
63.93487121	0.306936953	50.31470149	0.221726483	97.04542581	0.349627294	
64.22467027	0.306701092	50.5571635	0.22146017	97.43132231	0.349011543	
64.5144481	0.306269988	50.79961475	0.220904676	97.81715569	0.348419775	
64.80421962	0.306208245	51.04205862	0.220113032	98.20294709	0.347714796	
65.09396165	0.306003661	51.2845163	0.219403478	98.58866409	0.347289836	
65.38366156	0.305813487	51.52694676	0.219313672	98.97435242	0.346938512	
65.67333852	0.305539461	51.76939067	0.219123408	99.36000801	0.345963896	
65.96301	0.305101078	52.01183159	0.218836208	99.74558401	0.345124471	
66.25264786	0.304222959	52.25425921	0.218387619	100.1311262	0.344181188	
66.54227349	0.303639873	52.49669564	0.218190228	100.5166229	0.343189232	
66.83185354	0.303344302	52.73911161	0.218483742	100.9020511	0.34204561	
67.12143126	0.303188081	52.98153075	0.218790674	101.2874495	0.340765089	
67.41099203	0.303084098	53.22394038	0.218784864	101.6728289	0.339381564	
67.70051945	0.303022944	53.46635677	0.218965023	102.0581033	0.337968678	
67.99002094	0.303083652	53.70876208	0.218916216	102.4433401	0.33715561	
68.27950142	0.302818292	53.951167	0.218822191	102.8285674	0.336043551	
68.56896498	0.302892542	54.19356456	0.218605751	103.2137464	0.334986422	
68.85840362	0.302782408	54.43594434	0.218496244	103.5988577	0.333970729	
69.14781612	0.302592288	54.67833871	0.218647822	103.9838964	0.332818449	
69.43722016	0.303138435	54.92073201	0.218791284	104.3689216	0.3314253	
69.72661227	0.303220781	55.16312006	0.218597135	104.7538849	0.329550578	
70.0159827	0.303455541	55.40550468	0.218326092	105.1388269	0.327820723	
70.30532935	0.303638963	55.6478802	0.21861607	105.5236991	0.326210409	
70.59465035	0.303832281	55.89025871	0.218746004	105.9085273	0.324834823	
70.88394147	0.303994527	56.13262474	0.219189993	106.2933194	0.323323016	
71.17322103	0.304395458	56.37499696	0.219448008	106.6780537	0.322048454	
71.46247314	0.304196364	56.61736591	0.219376842	107.0627313	0.320438867	
71.75171318	0.304088862	56.85972668	0.219083975	107.4473897	0.319083053	
72.04093922	0.304500221	57.10207671	0.219036414	107.8319987	0.3180408	
72.33014099	0.304616282	57.3444342	0.218904698	108.2165796	0.316624682	
72.61932474	0.304831607	57.58679663	0.218454512	108.601115	0.315342324	
72.90848705	0.304906549	57.82914949	0.218332191	108.9855926	0.314390833	
73.19762441	0.305015963	58.07150767	0.217920854	109.3700146	0.313712365	
73.48674574	0.305178429	58.31384591	0.218022695	109.7544102	0.313226684	
73.77585542	0.305156412	58.55618597	0.218135732	110.1387946	0.312536084	
74.06492997	0.305069577	58.79852379	0.217909876	110.5231306	0.311992869	
74.35399729	0.304952884	59.0408479	0.217659142	110.9073848	0.311282624	
74.64304222	0.304995156	59.28319359	0.217367715	111.2916046	0.310908609	
74.93206504	0.304665942	59.52552695	0.217070872	111.675787	0.310443403	
75.22107074	0.30432497	59.76786484	0.216765668	112.0599589	0.310066788	
75.51004818	0.303773342	60.01019244	0.216633506	112.4440692	0.309394671	
75.79901659	0.303654533	60.25250754	0.21627106	112.8281404	0.309091274	
76.08798905	0.303348147	60.49482355	0.215664831	113.2121724	0.30881925	
76.37694483	0.303189866	60.73713036	0.215322753	113.5961526	0.308404619	
76.66585935	0.303273861	60.97943814	0.215115414	113.9801141	0.307928732	
76.95475332	0.30331145	61.22174751	0.214802485	114.3640328	0.307216081	
77.24361838	0.303188763	61.46405706	0.214248016	114.7479024	0.306887236	
77.53248751	0.3032981	61.70636339	0.21372443	115.1317233	0.306941402	
77.82132528	0.302893521	61.94866838	0.213422829	115.5155003	0.306895049	
78.11015045	0.30267169	62.19095829	0.213296999	115.8992542	0.30691977	
78.39895744	0.302556102	62.43324493	0.212549604	116.2829653	0.306901209	
78.68777378	0.302676762	62.67553502	0.212229872	116.6666553	0.306302451	
78.97655707	0.302235779	62.91782821	0.211930416	117.0503077	0.305570231	
79.26532971	0.302084173	63.16011405	0.211726937	117.4338977	0.305283927	
79.55409401	0.30142044	63.40239058	0.211647234	117.8174459	0.304778636	
79.84283022	0.300860186	63.64467117	0.211706856	118.2009739	0.30408824	
80.13155287	0.300505847	63.88695435	0.211474914	118.5844689	0.303177083	
80.42026197	0.300276396	64.12921828	0.211202626	118.9679241	0.302758439	
80.70896181	0.29997231	64.37147887	0.211165713	119.3513095	0.301971186	
80.99762323	0.299561452	64.61373748	0.211079771	119.7347112	0.301304164	
81.28627336	0.299448323	64.85598526	0.210789852	120.1180405	0.300896538	
81.57492092	0.29916089	65.09823693	0.210304493	120.501353	0.300296965	
81.86356	0.298597567	65.34048904	0.2099705	120.8846355	0.299596299	
82.1521764	0.29818435	65.58272691	0.210063196	121.2678819	0.298825913	
82.44076944	0.297887953	65.8249823	0.209912965	121.6510949	0.298004715	
82.72934619	0.297737512	66.06722846	0.209606498	122.0342649	0.29743646	
83.017916	0.297803541	66.30946232	0.209338412	122.4173846	0.297067169	
83.30645096	0.297509227	66.5516942	0.209303393	122.8004983	0.29597682	
83.59497574	0.297363493	66.79392542	0.209060063	123.1835716	0.295321376	
83.88349276	0.297134818	67.03617266	0.208763256	123.5666042	0.294806601	
84.17198942	0.296959046	67.27839757	0.208353201	123.949589	0.293929607	
84.46047713	0.296774189	67.52062081	0.208475268	124.3325272	0.293326944	
84.74895998	0.296608027	67.76284045	0.208216098	124.7154369	0.292591416	
85.03741048	0.296507302	68.00505312	0.207762704	125.0983206	0.292198208	
85.32584949	0.296026597	68.24725726	0.207453286	125.4811823	0.291623229	
85.61427536	0.296128929	68.48947778	0.206648853	125.8640077	0.291263119	
85.90268401	0.295630038	68.73168002	0.206020316	126.2467941	0.29096332	
86.19107974	0.295644919	68.9738754	0.205861353	126.6295375	0.290753883	
86.4794459	0.295612715	69.21608519	0.205642747	127.0122612	0.290135952	
86.7678156	0.295367045	69.45827344	0.205357766	127.3949554	0.289776233	
87.05616933	0.295095337	69.70046915	0.204829426	127.7776159	0.289481743	
87.34449881	0.294666121	69.94266466	0.205026211	128.1602208	0.289783674	
87.63282857	0.294281234	70.18485952	0.204851499	128.5427949	0.289555109	
87.92114418	0.294069864	70.42706135	0.20486199	128.9253448	0.289228206	
88.2094391	0.293849435	70.66924776	0.204630515	129.3078531	0.288559044	
88.49771764	0.293723895	70.91144456	0.204365114	129.6903576	0.288404929	
88.78598607	0.293342438	71.15363528	0.204362661	130.0728329	0.288038369	
89.07424923	0.293087434	71.39581665	0.204441078	130.4552654	0.287975898	
89.3624769	0.292694654	71.63799606	0.20436322	130.8376565	0.287693767	
89.65069805	0.292798016	71.8801604	0.204213642	131.2200076	0.287808336	
89.93890755	0.292577133	72.12232955	0.204145966	131.6023381	0.287220381	
90.22712086	0.292471596	72.36449604	0.204251467	131.9846529	0.287186288	
90.51531141	0.292157809	72.60665461	0.204269798	132.3669183	0.287342211	
90.8034873	0.292207888	72.84881934	0.204413767	132.7491551	0.286878988	
91.091651	0.292258705	73.09098031	0.204533767	133.1313477	0.286873377	
91.3798001	0.291851828	73.33313657	0.20427961	133.5135193	0.286710505	
91.66793289	0.291801596	73.57528524	0.204479895	133.8956673	0.28654747	
91.9560652	0.291597963	73.8174414	0.203985895	134.2777667	0.28659012	
92.24416727	0.291523508	74.05959239	0.203994901	134.6598361	0.286309573	
92.53226462	0.291720615	74.30173541	0.204059479	135.0419034	0.286052624	
92.82034231	0.291246063	74.54388228	0.203837168	135.4239236	0.285771318	
93.10839619	0.29107175	74.78603401	0.204010584	135.8059153	0.285622182	
93.39644117	0.290531847	75.02817236	0.204255722	136.187892	0.28560078	
93.68447789	0.290061396	75.27033186	0.204240218	136.5698351	0.285681084	
93.97252493	0.2891643	75.51246393	0.204359173	136.951727	0.285484545	
94.26055248	0.28871374	75.7545958	0.204094882	137.3335995	0.285643057	
94.54854187	0.28825487	75.99672004	0.204268507	137.7154272	0.28573976	
94.83651746	0.287681219	76.23884632	0.204545102	138.0972416	0.286107095	
95.12449427	0.286772918	76.48097431	0.204545315	138.4790242	0.286300807	
95.41245038	0.286125431	76.72309873	0.204378872	138.8607912	0.28674246	
95.70039034	0.285859106	76.96520506	0.204623121	139.2425137	0.286877788	
95.98832688	0.285278381	77.20732791	0.204655603	139.62423	0.287081373	
96.27624418	0.284518735	77.44943424	0.2050629	140.0058921	0.286934793	
96.56414774	0.284127382	77.69154588	0.205044315	140.3875277	0.287299056	
96.85204953	0.28475039	77.93367078	0.205076417	140.7691376	0.287473745	
97.13993195	0.284677664	78.17577819	0.204818983	141.1507374	0.28778459	
97.42781528	0.284360644	78.41789472	0.204544109	141.5323019	0.287973956	
97.71569028	0.284129022	78.6600005	0.20450601	141.9138406	0.288075513	
98.00354873	0.283900717	78.90211598	0.204494143	142.2953628	0.288174215	
98.2913985	0.284107942	79.14421944	0.204591817	142.6768408	0.288436006	
98.57921761	0.284376184	79.38632031	0.204690112	143.0582982	0.288130173	
98.86703881	0.284181942	79.62842292	0.204737728	143.4397231	0.288450033	
99.15484001	0.284189084	79.87052254	0.204152701	143.821122	0.288287698	
99.44263041	0.284210198	80.11261931	0.204335463	144.2025146	0.288507857	
99.73040894	0.283903668	80.35471569	0.204513384	144.5838762	0.288538066	
100.0181663	0.28427212	80.59680902	0.204733633	144.9652142	0.288825407	
100.3059132	0.283931533	80.83890023	0.204832224	145.3465073	0.288689261	
100.5936682	0.283722902	81.08098632	0.205385487	145.7277737	0.288428126	
100.8814041	0.283664678	81.32307478	0.205690017	146.109009	0.288228922	
101.1691234	0.28362642	81.56515038	0.205655096	146.4902252	0.288273381	
101.4568331	0.2834526	81.80721511	0.205750511	146.8714082	0.287794432	
101.7445205	0.283157004	82.0492951	0.20578973	147.2525782	0.287928367	
102.0322055	0.282982764	82.29137118	0.205886154	147.6337246	0.287391303	
102.3198953	0.283290707	82.53344925	0.206024841	148.0148451	0.287287271	
102.6075593	0.282974963	82.77552183	0.20606686	148.3959513	0.286896139	
102.8952068	0.282453239	83.01759533	0.206362569	148.777017	0.287067228	
103.1828698	0.282290534	83.25966759	0.206678099	149.1580492	0.286262339	
103.4705074	0.282161875	83.50173149	0.206832645	149.5390418	0.28553342	
103.7581237	0.282037837	83.74379387	0.206996757	149.9200321	0.284699576	
104.0457343	0.281975819	83.98584435	0.207066129	150.3009964	0.283934282	
104.333325	0.281599403	84.22789339	0.207333715	150.6819305	0.282945133	
104.6209183	0.281611911	84.46994533	0.207136712	151.0628282	0.282424624	
104.9085005	0.281599503	84.71199445	0.207057886	151.4437157	0.281405625	
105.1960692	0.2810117	84.95404541	0.206794668	151.8245713	0.280540091	
105.4836236	0.280767141	85.19609152	0.206575127	152.205392	0.27997712	
105.7711691	0.280530616	85.43814865	0.206491144	152.5861965	0.279203615	
106.0587052	0.280533013	85.6801877	0.206702399	152.966978	0.278451866	
106.3462283	0.280299306	85.92222383	0.206231643	153.3477449	0.277712569	
106.6337391	0.279631114	86.16426495	0.206441901	153.7284917	0.277220031	
106.9212452	0.278921816	86.40630634	0.206180935	154.109197	0.276614715	
107.2087356	0.278541741	86.64833866	0.205907352	154.4898593	0.276151429	
107.4962084	0.278286991	86.89037697	0.205939992	154.870527	0.275460293	
107.783685	0.278092047	87.13241182	0.205616888	155.2511619	0.275057569	
108.0711374	0.27754612	87.37444187	0.20491656	155.6317559	0.274466653	
108.3585997	0.27699237	87.61646665	0.204480001	156.0123457	0.274060305	
108.6460426	0.276878752	87.85848989	0.203955178	156.3929298	0.273685701	
108.9334765	0.276939222	88.10051995	0.203758553	156.7734644	0.273314017	
109.220911	0.277169125	88.34253139	0.20346037	157.1539577	0.27242081	
109.5083302	0.276676602	88.5845472	0.203024984	157.5344406	0.272024747	
109.7957334	0.276942494	88.82656204	0.202726162	157.9149024	0.271318777	
110.0831134	0.276684405	89.06857488	0.202819558	158.2953458	0.270737566	
110.3704911	0.276679985	89.31057674	0.202152794	158.6757737	0.270368096	
110.6578649	0.27668841	89.55258191	0.202371274	159.0561721	0.269550358	
110.9452215	0.277200514	89.79459407	0.201916315	159.4365413	0.269487278	
111.232578	0.277928694	90.03660278	0.201955412	159.8168864	0.268648487	
111.5199296	0.278086626	90.27860462	0.20185486	160.1972069	0.268472261	
111.8072633	0.278411019	90.52059621	0.20188579	160.5775146	0.268018318	
112.094581	0.279232512	90.76258935	0.202391482	160.9578005	0.267672937	
112.3818959	0.279367281	91.00458553	0.202817525	161.3380343	0.267156556	
112.6691997	0.279788971	91.24657766	0.203219727	161.718276	0.266712964	
112.9564917	0.279719755	91.48857209	0.203255542	162.098487	0.266054564	
113.2437868	0.279589033	91.73055901	0.202968866	162.4786836	0.266024683	
113.5310648	0.279391427	91.97255001	0.202899639	162.8588477	0.265554248	
113.8183387	0.279274353	92.21454479	0.203476278	163.2389848	0.265361867	
114.1055949	0.279034938	92.45652476	0.203529422	163.6190791	0.265053624	
114.3928322	0.279208985	92.69850996	0.203969118	163.9991522	0.265076397	
114.6800779	0.279176186	92.94049819	0.204179638	164.3792219	0.264908375	
114.9673116	0.279626466	93.18246706	0.204983537	164.7592693	0.265055672	
115.254529	0.279679796	93.42443765	0.205032955	165.139305	0.264954378	
115.541735	0.279639983	93.66640041	0.204569714	165.5193156	0.265149797	
115.8289378	0.278919513	93.90836563	0.204935193	165.8992971	0.265200999	
116.1161442	0.278905077	94.15033849	0.205543942	166.2792592	0.265249548	
116.4033205	0.278971426	94.39230938	0.206195436	166.6591772	0.265297838	
116.690493	0.279282823	94.63426801	0.206751821	167.0391033	0.265484417	
116.977657	0.27867111	94.87624155	0.206969268	167.4190115	0.265407133	
117.2648015	0.278754248	95.11820389	0.207395388	167.7988945	0.265388738	
117.5519421	0.278901783	95.36016209	0.207442293	168.1787595	0.265056887	
117.8390946	0.278558339	95.60211856	0.207466331	168.5585931	0.265161285	
118.1262203	0.27869143	95.84407264	0.207901973	168.9384185	0.265341158	
118.41334	0.278910006	96.08602404	0.207990511	169.3182314	0.265328733	
118.700462	0.278897015	96.32798304	0.20782292	169.6980184	0.265415937	
118.9875608	0.278420201	96.56992145	0.20749701	170.0777643	0.265342644	
